Name,Class,Model,Role,PV,BV,Type,Size,Tonnage,Move,Short,Medium,Long,Overheat,Armor,Structure,Specials,ImageURL,MULId
Callisto Battle Armor A [Bearhunter] (Sqd6),Callisto Battle Armor,A [Bearhunter] (Sqd6),Ambusher,12,380,BA,1,1,"6""f",2,1,0,0,1,2,"AM,CAR6,MEC",https://i.ibb.co/PFk6DzS/callisto-battle-armor-rg.png,9439
Callisto Battle Armor A [ER Laser] (Sqd4),Callisto Battle Armor,A [ER Laser] (Sqd4),Ambusher,12,280,BA,1,1,"6""f",2,1,0,0,1,2,"AM,CAR4,MEC",https://i.ibb.co/PFk6DzS/callisto-battle-armor-rg.png,9440
Callisto Battle Armor A [ER Laser] (Sqd5),Callisto Battle Armor,A [ER Laser] (Sqd5),Ambusher,12,347,BA,1,1,"6""f",2,1,0,0,1,2,"AM,CAR5,MEC",https://i.ibb.co/PFk6DzS/callisto-battle-armor-rg.png,9441
Callisto Battle Armor A [ER Laser] (Sqd6),Callisto Battle Armor,A [ER Laser] (Sqd6),Ambusher,14,422,BA,1,1,"6""f",2,1,0,0,1,2,"AM,CAR6,MEC",https://i.ibb.co/PFk6DzS/callisto-battle-armor-rg.png,9442
Callisto Battle Armor A [HMG] (Sqd4),Callisto Battle Armor,A [HMG] (Sqd4),Ambusher,12,272,BA,1,1,"6""f",2,1,0,0,1,2,"AM,CAR4,MEC",https://i.ibb.co/PFk6DzS/callisto-battle-armor-rg.png,9443
Callisto Battle Armor A [HMG] (Sqd5),Callisto Battle Armor,A [HMG] (Sqd5),Ambusher,12,337,BA,1,1,"6""f",2,1,0,0,1,2,"AM,CAR5,MEC",https://i.ibb.co/PFk6DzS/callisto-battle-armor-rg.png,9444
Callisto Battle Armor A [HMG] (Sqd6),Callisto Battle Armor,A [HMG] (Sqd6),Ambusher,13,408,BA,1,1,"6""f",3,1,0,0,1,2,"AM,CAR6,MEC",https://i.ibb.co/PFk6DzS/callisto-battle-armor-rg.png,9445
Callisto Battle Armor B [MRR] (Sqd4),Callisto Battle Armor,B [MRR] (Sqd4),Ambusher,17,383,BA,1,1,"6""f",3,3,0,0,1,2,"AM,CAR4,MEC",https://i.ibb.co/PFk6DzS/callisto-battle-armor-rg.png,9446
Callisto Battle Armor B [MRR] (Sqd5),Callisto Battle Armor,B [MRR] (Sqd5),Ambusher,17,510,BA,1,1,"6""f",3,3,0,0,1,2,"AM,CAR5,MEC",https://i.ibb.co/PFk6DzS/callisto-battle-armor-rg.png,9447
Callisto Battle Armor B [MRR] (Sqd6),Callisto Battle Armor,B [MRR] (Sqd6),Ambusher,17,651,BA,1,1,"6""f",3,3,0,0,1,2,"AM,CAR6,MEC",https://i.ibb.co/PFk6DzS/callisto-battle-armor-rg.png,9448
Callisto Battle Armor B [SRM] (Sqd4),Callisto Battle Armor,B [SRM] (Sqd4),Ambusher,17,404,BA,1,1,"6""f",3,3,0,0,1,2,"AM,CAR4,MEC",https://i.ibb.co/PFk6DzS/callisto-battle-armor-rg.png,9449
Callisto Battle Armor B [SRM] (Sqd5),Callisto Battle Armor,B [SRM] (Sqd5),Ambusher,17,533,BA,1,1,"6""f",3,3,0,0,1,2,"AM,CAR5,MEC",https://i.ibb.co/PFk6DzS/callisto-battle-armor-rg.png,9450
Callisto Battle Armor B [SRM] (Sqd6),Callisto Battle Armor,B [SRM] (Sqd6),Ambusher,17,676,BA,1,1,"6""f",3,3,0,0,1,2,"AM,CAR6,MEC",https://i.ibb.co/PFk6DzS/callisto-battle-armor-rg.png,9451
Cavalier Battle Armor [Flamer] (Sqd4),Cavalier Battle Armor,[Flamer] (Sqd4),Ambusher,14,199,BA,1,1,"6""j",1,0,0,0,1,2,"AM,CAR4,HT1/-/-,MEC",https://i.ibb.co/hWT67g9/cavalier-3058u.png,499
Cavalier Battle Armor [Flamer] (Sqd5),Cavalier Battle Armor,[Flamer] (Sqd5),Ambusher,17,268,BA,1,1,"6""j",1,0,0,0,2,2,"AM,CAR5,MEC,HT1/-/-",https://i.ibb.co/hWT67g9/cavalier-3058u.png,8481
Cavalier Battle Armor [Flamer] (Sqd6),Cavalier Battle Armor,[Flamer] (Sqd6),Ambusher,17,344,BA,1,1,"6""j",1,0,0,0,2,2,"AM,CAR6,MEC,HT1/-/-",https://i.ibb.co/hWT67g9/cavalier-3058u.png,8846
Cavalier Battle Armor [Laser] (Sqd4),Cavalier Battle Armor,[Laser] (Sqd4),Ambusher,14,231,BA,1,1,"6""j",2,0,0,0,1,2,"AM,CAR4,MEC",https://i.ibb.co/hWT67g9/cavalier-3058u.png,500
Cavalier Battle Armor [Laser] (Sqd5),Cavalier Battle Armor,[Laser] (Sqd5),Ambusher,17,311,BA,1,1,"6""j",2,0,0,0,2,2,"AM,CAR5,MEC",https://i.ibb.co/hWT67g9/cavalier-3058u.png,8482
Cavalier Battle Armor [Laser] (Sqd6),Cavalier Battle Armor,[Laser] (Sqd6),Ambusher,17,400,BA,1,1,"6""j",2,0,0,0,2,2,"AM,CAR6,MEC",https://i.ibb.co/hWT67g9/cavalier-3058u.png,8847
Cavalier Battle Armor [MG] (Sqd4),Cavalier Battle Armor,[MG] (Sqd4),Ambusher,13,199,BA,1,1,"6""j",1,0,0,0,1,2,"AM,CAR4,MEC",https://i.ibb.co/hWT67g9/cavalier-3058u.png,501
Cavalier Battle Armor [MG] (Sqd5),Cavalier Battle Armor,[MG] (Sqd5),Ambusher,16,268,BA,1,1,"6""j",1,0,0,0,2,2,"AM,CAR5,MEC",https://i.ibb.co/hWT67g9/cavalier-3058u.png,8483
Cavalier Battle Armor [MG] (Sqd6),Cavalier Battle Armor,[MG] (Sqd6),Ambusher,16,344,BA,1,1,"6""j",1,0,0,0,2,2,"AM,CAR6,MEC",https://i.ibb.co/hWT67g9/cavalier-3058u.png,9534
Cavalier Battle Armor [SRM] (Sqd4),Cavalier Battle Armor,[SRM] (Sqd4),Ambusher,15,219,BA,1,1,"6""j",1,1,0,0,1,2,"AM,CAR4,MEC",https://i.ibb.co/hWT67g9/cavalier-3058u.png,502
Cavalier Battle Armor [SRM] (Sqd5),Cavalier Battle Armor,[SRM] (Sqd5),Ambusher,18,295,BA,1,1,"6""j",1,1,0,0,2,2,"AM,CAR5,MEC",https://i.ibb.co/hWT67g9/cavalier-3058u.png,8484
Cavalier Battle Armor [SRM] (Sqd6),Cavalier Battle Armor,[SRM] (Sqd6),Ambusher,18,379,BA,1,1,"6""j",1,1,0,0,2,2,"AM,CAR6,MEC",https://i.ibb.co/hWT67g9/cavalier-3058u.png,8848
Cavalier II Battle Armor [Flamer] (Sqd4),Cavalier II Battle Armor,[Flamer] (Sqd4),Ambusher,16,229,BA,1,1,"8""j",1,0,0,0,1,2,"AM,CAR4,HT1/-/-,MEC,STL",https://i.ibb.co/hWT67g9/cavalier-3058u.png,9506
Cavalier II Battle Armor [Flamer] (Sqd5),Cavalier II Battle Armor,[Flamer] (Sqd5),Ambusher,20,308,BA,1,1,"8""j",1,0,0,0,2,2,"AM,CAR5,HT1/-/-,MEC,STL",https://i.ibb.co/hWT67g9/cavalier-3058u.png,9513
Cavalier II Battle Armor [Flamer] (Sqd6),Cavalier II Battle Armor,[Flamer] (Sqd6),Ambusher,21,396,BA,1,1,"8""j",2,0,0,0,2,2,"AM,CAR6,HT1/-/-,MEC,STL",https://i.ibb.co/hWT67g9/cavalier-3058u.png,9514
Cavalier II Battle Armor [MRR] (Sqd4),Cavalier II Battle Armor,[MRR] (Sqd4),Ambusher,20,357,BA,1,1,"8""j",2,2,0,0,1,2,"AM,CAR4,MEC,STL",https://i.ibb.co/hWT67g9/cavalier-3058u.png,8018
Cavalier II Battle Armor [MRR] (Sqd5),Cavalier II Battle Armor,[MRR] (Sqd5),Ambusher,24,481,BA,1,1,"8""j",2,2,0,0,2,2,"AM,CAR5,MEC,STL",https://i.ibb.co/hWT67g9/cavalier-3058u.png,9515
Cavalier II Battle Armor [MRR] (Sqd6),Cavalier II Battle Armor,[MRR] (Sqd6),Ambusher,24,618,BA,1,1,"8""j",2,2,0,0,2,2,"AM,CAR6,MEC,STL",https://i.ibb.co/hWT67g9/cavalier-3058u.png,9516
Cavalier II Battle Armor [PPC] (Sqd4),Cavalier II Battle Armor,[PPC] (Sqd4),Ambusher,17,293,BA,1,1,"8""j",1,1,0,0,1,2,"AM,CAR4,MEC,STL",https://i.ibb.co/hWT67g9/cavalier-3058u.png,8019
Cavalier II Battle Armor [PPC] (Sqd5),Cavalier II Battle Armor,[PPC] (Sqd5),Ambusher,21,395,BA,1,1,"8""j",1,1,0,0,2,2,"AM,CAR5,MEC,STL",https://i.ibb.co/hWT67g9/cavalier-3058u.png,9517
Cavalier II Battle Armor [PPC] (Sqd6),Cavalier II Battle Armor,[PPC] (Sqd6),Ambusher,22,507,BA,1,1,"8""j",2,1,0,0,2,2,"AM,CAR6,MEC,STL",https://i.ibb.co/hWT67g9/cavalier-3058u.png,9518
Cavalier II Battle Armor [SRM] (Sqd4),Cavalier II Battle Armor,[SRM] (Sqd4),Ambusher,17,252,BA,1,1,"8""j",1,1,0,0,1,2,"AM,CAR4,MEC,STL",https://i.ibb.co/hWT67g9/cavalier-3058u.png,8020
Cavalier II Battle Armor [SRM] (Sqd5),Cavalier II Battle Armor,[SRM] (Sqd5),Ambusher,21,339,BA,1,1,"8""j",1,1,0,0,2,2,"AM,CAR5,MEC,STL",https://i.ibb.co/hWT67g9/cavalier-3058u.png,9519
Cavalier II Battle Armor [SRM] (Sqd6),Cavalier II Battle Armor,[SRM] (Sqd6),Ambusher,21,436,BA,1,1,"8""j",1,1,0,0,2,2,"AM,CAR6,MEC,STL",https://i.ibb.co/hWT67g9/cavalier-3058u.png,9520
"Clan Medium Battle Armor ""Rabid"" (Sqd4)",Clan Medium Battle Armor,"""Rabid"" (Sqd4)",Scout,15,241,BA,1,1,"8""j",1,0,0,0,1,2,"AM,CAR4,HT1/-/-,MEC,SRCH",https://i.ibb.co/tsydcNX/clan-medium-battle-armor-3075.png,3957
"Clan Medium Battle Armor ""Rabid"" (Sqd5)",Clan Medium Battle Armor,"""Rabid"" (Sqd5)",Scout,19,325,BA,1,1,"8""j",1,0,0,0,2,2,"AM,CAR5,HT1/-/-,MEC,SRCH",https://i.ibb.co/tsydcNX/clan-medium-battle-armor-3075.png,8611
"Clan Medium Battle Armor ""Rabid"" (Sqd6)",Clan Medium Battle Armor,"""Rabid"" (Sqd6)",Scout,20,418,BA,1,1,"8""j",2,0,0,0,2,2,"AM,CAR6,HT1/-/-,MEC,SRCH",https://i.ibb.co/tsydcNX/clan-medium-battle-armor-3075.png,8975
"Clan Medium Battle Armor ""Rache"" (Sqd4)",Clan Medium Battle Armor,"""Rache"" (Sqd4)",Scout,14,276,BA,1,1,"8""j",1,0,0,0,1,2,"AM,CAR4,MEC,SRCH",https://i.ibb.co/tsydcNX/clan-medium-battle-armor-3075.png,635
"Clan Medium Battle Armor ""Rache"" (Sqd5)",Clan Medium Battle Armor,"""Rache"" (Sqd5)",Scout,18,372,BA,1,1,"8""j",1,0,0,0,2,2,"AM,CAR5,MEC,SRCH",https://i.ibb.co/tsydcNX/clan-medium-battle-armor-3075.png,8485
"Clan Medium Battle Armor ""Rache"" (Sqd6)",Clan Medium Battle Armor,"""Rache"" (Sqd6)",Scout,19,478,BA,1,1,"8""j",2,0,0,0,2,2,"AM,CAR6,MEC,SRCH",https://i.ibb.co/tsydcNX/clan-medium-battle-armor-3075.png,8849
"Clan Medium Battle Armor (Laser)  ""Volk"" (Sqd4)",Clan Medium Battle Armor (Laser) ,"""Volk"" (Sqd4)",Scout,14,250,BA,1,1,"8""j",1,0,0,0,1,2,"AM,CAR4,MEC",https://i.ibb.co/tsydcNX/clan-medium-battle-armor-3075.png,3955
"Clan Medium Battle Armor (Laser)  ""Volk"" (Sqd5)",Clan Medium Battle Armor (Laser) ,"""Volk"" (Sqd5)",Scout,18,337,BA,1,1,"8""j",1,0,0,0,2,2,"AM,CAR5,MEC,SRCH",https://i.ibb.co/tsydcNX/clan-medium-battle-armor-3075.png,8609
"Clan Medium Battle Armor (Laser) ""Volk"" (Sqd6)",Clan Medium Battle Armor (Laser),"""Volk"" (Sqd6)",Scout,19,433,BA,1,1,"8""j",2,0,0,0,2,2,"AM,CAR6,MEC,SRCH",https://i.ibb.co/tsydcNX/clan-medium-battle-armor-3075.png,8973
"Clan Medium Battle Armor (Naval) ""Bär"" (Sqd4)",Clan Medium Battle Armor (Naval),"""Bär"" (Sqd4)",Scout,14,269,BA,1,1,"8""j",2,0,0,0,1,2,"AM,CAR4,MEC,SRCH",https://i.ibb.co/tsydcNX/clan-medium-battle-armor-3075.png,3956
"Clan Medium Battle Armor (Naval) ""Bär"" (Sqd5)",Clan Medium Battle Armor (Naval),"""Bär"" (Sqd5)",Scout,18,362,BA,1,1,"8""j",2,0,0,0,2,2,"AM,CAR5,MEC,SRCH",https://i.ibb.co/tsydcNX/clan-medium-battle-armor-3075.png,8610
"Clan Medium Battle Armor (Naval) ""Bär"" (Sqd6)",Clan Medium Battle Armor (Naval),"""Bär"" (Sqd6)",Scout,18,465,BA,1,1,"8""j",2,0,0,0,2,2,"AM,CAR6,MEC,SRCH",https://i.ibb.co/tsydcNX/clan-medium-battle-armor-3075.png,8974
Dragoon Battle Armor (Advanced) (Sqd4),Dragoon Battle Armor,(Advanced) (Sqd4),Ambusher,15,257,BA,1,1,"6""j",3,0,0,0,1,2,"AM,CAR4,MEC",https://i.ibb.co/10q1BLy/dragoon-battle-armor-rg.png,9382
Dragoon Battle Armor (Advanced) (Sqd5),Dragoon Battle Armor,(Advanced) (Sqd5),Ambusher,15,346,BA,1,1,"6""j",3,0,0,0,1,2,"AM,CAR5,MEC",https://i.ibb.co/10q1BLy/dragoon-battle-armor-rg.png,9383
Dragoon Battle Armor (Advanced) (Sqd6),Dragoon Battle Armor,(Advanced) (Sqd6),Ambusher,15,445,BA,1,1,"6""j",3,0,0,0,1,2,"AM,CAR6,MEC",https://i.ibb.co/10q1BLy/dragoon-battle-armor-rg.png,9384
Dragoon Battle Armor (Sqd4),Dragoon Battle Armor,(Sqd4),Ambusher,15,167,BA,1,1,"6""j",2,0,0,0,1,2,"AM,CAR4,HT1/-/-,MEC",https://i.ibb.co/10q1BLy/dragoon-battle-armor-rg.png,9379
Dragoon Battle Armor (Sqd5),Dragoon Battle Armor,(Sqd5),Ambusher,15,225,BA,1,1,"6""j",2,0,0,0,1,2,"AM,CAR5,HT1/-/-,MEC",https://i.ibb.co/10q1BLy/dragoon-battle-armor-rg.png,9380
Dragoon Battle Armor (Sqd6),Dragoon Battle Armor,(Sqd6),Ambusher,16,290,BA,1,1,"6""j",3,0,0,0,1,2,"AM,CAR6,HT1/-/-,MEC",https://i.ibb.co/10q1BLy/dragoon-battle-armor-rg.png,9381
Elemental Battle Armor (Fire) [AP Gauss] (Sqd4),Elemental Battle Armor (Fire),[AP Gauss] (Sqd4),Ambusher,18,428,BA,1,1,"6""j",2,2,0,0,1,2,"AM,CAR4,FR,MEC",https://i.ibb.co/fp1mK6q/elemental-battle-armor-rg.png,949
Elemental Battle Armor (Fire) [AP Gauss] (Sqd5),Elemental Battle Armor (Fire),[AP Gauss] (Sqd5),Ambusher,22,576,BA,1,1,"6""j",2,2,0,0,2,2,"AM,CAR5,FR,MEC",https://i.ibb.co/fp1mK6q/elemental-battle-armor-rg.png,8486
Elemental Battle Armor (Fire) [AP Gauss] (Sqd6),Elemental Battle Armor (Fire),[AP Gauss] (Sqd6),Ambusher,22,740,BA,1,1,"6""j",2,2,0,0,2,2,"AM,CAR6,FR,MEC",https://i.ibb.co/fp1mK6q/elemental-battle-armor-rg.png,8850
Elemental Battle Armor (Fire) [Flamer] (Sqd4),Elemental Battle Armor (Fire),[Flamer] (Sqd4),Ambusher,15,299,BA,1,1,"6""j",1,0,0,0,1,2,"AM,CAR4,FR,HT1/-/-,MEC",https://i.ibb.co/fp1mK6q/elemental-battle-armor-rg.png,950
Elemental Battle Armor (Fire) [Flamer] (Sqd5),Elemental Battle Armor (Fire),[Flamer] (Sqd5),Ambusher,19,403,BA,1,1,"6""j",1,0,0,0,2,2,"AM,CAR5,FR,HT1/-/-,MEC",https://i.ibb.co/fp1mK6q/elemental-battle-armor-rg.png,8487
Elemental Battle Armor (Fire) [Flamer] (Sqd6),Elemental Battle Armor (Fire),[Flamer] (Sqd6),Ambusher,19,518,BA,1,1,"6""j",1,0,0,0,2,2,"AM,CAR6,FR,HT1/-/-,MEC",https://i.ibb.co/fp1mK6q/elemental-battle-armor-rg.png,8851
Elemental Battle Armor (Fire) [MicroPL] (Sqd4),Elemental Battle Armor (Fire),[MicroPL] (Sqd4),Ambusher,15,355,BA,1,1,"6""j",2,0,0,0,1,2,"AM,CAR4,FR,MEC",https://i.ibb.co/fp1mK6q/elemental-battle-armor-rg.png,951
Elemental Battle Armor (Fire) [MicroPL] (Sqd5),Elemental Battle Armor (Fire),[MicroPL] (Sqd5),Ambusher,19,479,BA,1,1,"6""j",2,0,0,0,2,2,"AM,CAR5,FR,MEC",https://i.ibb.co/fp1mK6q/elemental-battle-armor-rg.png,8488
Elemental Battle Armor (Fire) [MicroPL] (Sqd6),Elemental Battle Armor (Fire),[MicroPL] (Sqd6),Ambusher,19,615,BA,1,1,"6""j",2,0,0,0,2,2,"AM,CAR6,FR,MEC",https://i.ibb.co/fp1mK6q/elemental-battle-armor-rg.png,8852
Elemental Battle Armor (Headhunter) (Sqd3),Elemental Battle Armor (Headhunter),(Sqd3),Ambusher,15,155,BA,1,1,"6""j",1,0,0,0,1,2,"AM,CAR3,MEC,RCN,RSD1",https://i.ibb.co/fp1mK6q/elemental-battle-armor-rg.png,9253
Elemental Battle Armor (Headhunter) (Sqd4),Elemental Battle Armor (Headhunter),(Sqd4),Ambusher,15,223,BA,1,1,"6""j",1,0,0,0,1,2,"AM,CAR4,MEC,RCN,RSD1",https://i.ibb.co/fp1mK6q/elemental-battle-armor-rg.png,952
Elemental Battle Armor (Headhunter) (Sqd5),Elemental Battle Armor (Headhunter),(Sqd5),Ambusher,18,300,BA,1,1,"6""j",1,0,0,0,2,2,"AM,CAR5,MEC,RCN,RSD1",https://i.ibb.co/fp1mK6q/elemental-battle-armor-rg.png,8489
Elemental Battle Armor (Headhunter) (Sqd6),Elemental Battle Armor (Headhunter),(Sqd6),Ambusher,19,386,BA,1,1,"6""j",2,0,0,0,2,2,"AM,CAR6,MEC,RCN,RSD1",https://i.ibb.co/fp1mK6q/elemental-battle-armor-rg.png,8853
Elemental Battle Armor (Space) [Flamer] (Sqd4),Elemental Battle Armor (Space),[Flamer] (Sqd4),Ambusher,14,216,BA,1,1,"6""j",1,0,0,0,1,2,"AM,CAR4,HT1/-/-,MEC,SOA",https://i.ibb.co/fp1mK6q/elemental-battle-armor-rg.png,953
Elemental Battle Armor (Space) [Flamer] (Sqd5),Elemental Battle Armor (Space),[Flamer] (Sqd5),Ambusher,17,291,BA,1,1,"6""j",1,0,0,0,2,2,"AM,CAR5,HT1/-/-,MEC,SOA",https://i.ibb.co/fp1mK6q/elemental-battle-armor-rg.png,8490
Elemental Battle Armor (Space) [Flamer] (Sqd6),Elemental Battle Armor (Space),[Flamer] (Sqd6),Ambusher,17,374,BA,1,1,"6""j",1,0,0,0,2,2,"AM,CAR6,HT1/-/-,MEC,SOA",https://i.ibb.co/fp1mK6q/elemental-battle-armor-rg.png,8854
Elemental Battle Armor (Space) [MG] (Sqd4),Elemental Battle Armor (Space),[MG] (Sqd4),Ambusher,13,216,BA,1,1,"6""j",1,0,0,0,1,2,"AM,CAR4,MEC,SOA",https://i.ibb.co/fp1mK6q/elemental-battle-armor-rg.png,954
Elemental Battle Armor (Space) [MG] (Sqd5),Elemental Battle Armor (Space),[MG] (Sqd5),Ambusher,16,291,BA,1,1,"6""j",1,0,0,0,2,2,"AM,CAR5,MEC,SOA",https://i.ibb.co/fp1mK6q/elemental-battle-armor-rg.png,8491
Elemental Battle Armor (Space) [MG] (Sqd6),Elemental Battle Armor (Space),[MG] (Sqd6),Ambusher,16,374,BA,1,1,"6""j",1,0,0,0,2,2,"AM,CAR6,MEC,SOA",https://i.ibb.co/fp1mK6q/elemental-battle-armor-rg.png,8855
Elemental Battle Armor (Space) [MicroPL] (Sqd4),Elemental Battle Armor (Space),[MicroPL] (Sqd4),Ambusher,14,272,BA,1,1,"6""j",2,0,0,0,1,2,"AM,CAR4,MEC,SOA",https://i.ibb.co/fp1mK6q/elemental-battle-armor-rg.png,955
Elemental Battle Armor (Space) [MicroPL] (Sqd5),Elemental Battle Armor (Space),[MicroPL] (Sqd5),Ambusher,17,366,BA,1,1,"6""j",2,0,0,0,2,2,"AM,CAR5,MEC,SOA",https://i.ibb.co/fp1mK6q/elemental-battle-armor-rg.png,8492
Elemental Battle Armor (Space) [MicroPL] (Sqd6),Elemental Battle Armor (Space),[MicroPL] (Sqd6),Ambusher,17,471,BA,1,1,"6""j",2,0,0,0,2,2,"AM,CAR6,MEC,SOA",https://i.ibb.co/fp1mK6q/elemental-battle-armor-rg.png,8856
Elemental Battle Armor [AP Gauss] (Sqd3),Elemental Battle Armor,[AP Gauss] (Sqd3),Ambusher,18,297,BA,1,1,"6""j",2,2,0,0,1,2,"AM,CAR3,MEC",https://i.ibb.co/fp1mK6q/elemental-battle-armor-rg.png,9204
Elemental Battle Armor [AP Gauss] (Sqd4),Elemental Battle Armor,[AP Gauss] (Sqd4),Ambusher,18,428,BA,1,1,"6""j",2,2,0,0,1,2,"AM,CAR4,MEC",https://i.ibb.co/fp1mK6q/elemental-battle-armor-rg.png,956
Elemental Battle Armor [AP Gauss] (Sqd5),Elemental Battle Armor,[AP Gauss] (Sqd5),Ambusher,21,577,BA,1,1,"6""j",2,2,0,0,2,2,"AM,CAR5,MEC",https://i.ibb.co/fp1mK6q/elemental-battle-armor-rg.png,8493
Elemental Battle Armor [AP Gauss] (Sqd6),Elemental Battle Armor,[AP Gauss] (Sqd6),Ambusher,24,742,BA,1,1,"6""j",3,3,0,0,2,2,"AM,CAR6,MEC",https://i.ibb.co/fp1mK6q/elemental-battle-armor-rg.png,8857
Elemental Battle Armor [ERMicroL] (Sqd3),Elemental Battle Armor,[ERMicroL] (Sqd3),Ambusher,15,219,BA,1,1,"6""j",1,1,0,0,1,2,"AM,CAR3,MEC",https://i.ibb.co/fp1mK6q/elemental-battle-armor-rg.png,9205
Elemental Battle Armor [ERMicroL] (Sqd4),Elemental Battle Armor,[ERMicroL] (Sqd4),Ambusher,16,316,BA,1,1,"6""j",2,1,0,0,1,2,"AM,CAR4,MEC",https://i.ibb.co/fp1mK6q/elemental-battle-armor-rg.png,957
Elemental Battle Armor [ERMicroL] (Sqd5),Elemental Battle Armor,[ERMicroL] (Sqd5),Ambusher,19,426,BA,1,1,"6""j",2,1,0,0,2,2,"AM,CAR5,MEC",https://i.ibb.co/fp1mK6q/elemental-battle-armor-rg.png,8494
Elemental Battle Armor [ERMicroL] (Sqd6),Elemental Battle Armor,[ERMicroL] (Sqd6),Ambusher,19,548,BA,1,1,"6""j",2,1,0,0,2,2,"AM,CAR6,MEC",https://i.ibb.co/fp1mK6q/elemental-battle-armor-rg.png,8858
Elemental Battle Armor [Flamer] (Sqd3),Elemental Battle Armor,[Flamer] (Sqd3),Ambusher,16,208,BA,1,1,"6""j",1,1,0,0,1,2,"AM,CAR3,HT1/-/-,MEC",https://i.ibb.co/fp1mK6q/elemental-battle-armor-rg.png,9206
Elemental Battle Armor [Flamer] (Sqd4),Elemental Battle Armor,[Flamer] (Sqd4),Ambusher,17,300,BA,1,1,"6""j",2,1,0,0,1,2,"AM,CAR4,HT1/-/-,MEC",https://i.ibb.co/fp1mK6q/elemental-battle-armor-rg.png,958
Elemental Battle Armor [Flamer] (Sqd5),Elemental Battle Armor,[Flamer] (Sqd5),Ambusher,20,404,BA,1,1,"6""j",2,1,0,0,2,2,"AM,CAR5,HT1/-/-,MEC",https://i.ibb.co/fp1mK6q/elemental-battle-armor-rg.png,8495
Elemental Battle Armor [Flamer] (Sqd6),Elemental Battle Armor,[Flamer] (Sqd6),Ambusher,20,520,BA,1,1,"6""j",2,1,0,0,2,2,"AM,CAR6,HT1/-/-,MEC",https://i.ibb.co/fp1mK6q/elemental-battle-armor-rg.png,8859
Elemental Battle Armor [HMG] (Sqd3),Elemental Battle Armor,[HMG] (Sqd3),Ambusher,16,213,BA,1,1,"6""j",2,1,0,0,1,2,"AM,CAR3,MEC",https://i.ibb.co/fp1mK6q/elemental-battle-armor-rg.png,9207
Elemental Battle Armor [HMG] (Sqd4),Elemental Battle Armor,[HMG] (Sqd4),Ambusher,16,308,BA,1,1,"6""j",2,1,0,0,1,2,"AM,CAR4,MEC",https://i.ibb.co/fp1mK6q/elemental-battle-armor-rg.png,959
Elemental Battle Armor [HMG] (Sqd5),Elemental Battle Armor,[HMG] (Sqd5),Ambusher,19,415,BA,1,1,"6""j",2,1,0,0,2,2,"AM,CAR5,MEC",https://i.ibb.co/fp1mK6q/elemental-battle-armor-rg.png,8496
Elemental Battle Armor [HMG] (Sqd6),Elemental Battle Armor,[HMG] (Sqd6),Ambusher,20,534,BA,1,1,"6""j",3,1,0,0,2,2,"AM,CAR6,MEC",https://i.ibb.co/fp1mK6q/elemental-battle-armor-rg.png,8860
Elemental Battle Armor [Laser] (Sqd3),Elemental Battle Armor,[Laser] (Sqd3),Ambusher,16,230,BA,1,1,"6""j",2,1,0,0,1,2,"AM,CAR3,MEC",https://i.ibb.co/fp1mK6q/elemental-battle-armor-rg.png,9208
Elemental Battle Armor [Laser] (Sqd4),Elemental Battle Armor,[Laser] (Sqd4),Ambusher,16,332,BA,1,1,"6""j",2,1,0,0,1,2,"AM,CAR4,MEC",https://i.ibb.co/fp1mK6q/elemental-battle-armor-rg.png,960
Elemental Battle Armor [Laser] (Sqd5),Elemental Battle Armor,[Laser] (Sqd5),Ambusher,19,447,BA,1,1,"6""j",2,1,0,0,2,2,"AM,CAR5,MEC",https://i.ibb.co/fp1mK6q/elemental-battle-armor-rg.png,8497
Elemental Battle Armor [Laser] (Sqd6),Elemental Battle Armor,[Laser] (Sqd6),Ambusher,20,575,BA,1,1,"6""j",3,1,0,0,2,2,"AM,CAR6,MEC",https://i.ibb.co/fp1mK6q/elemental-battle-armor-rg.png,8861
Elemental Battle Armor [MG] (Sqd3),Elemental Battle Armor,[MG] (Sqd3),Ambusher,15,208,BA,1,1,"6""j",1,1,0,0,1,2,"AM,CAR3,MEC",https://i.ibb.co/fp1mK6q/elemental-battle-armor-rg.png,9210
Elemental Battle Armor [MG] (Sqd4),Elemental Battle Armor,[MG] (Sqd4),Ambusher,16,300,BA,1,1,"6""j",2,1,0,0,1,2,"AM,CAR4,MEC",https://i.ibb.co/fp1mK6q/elemental-battle-armor-rg.png,961
Elemental Battle Armor [MG] (Sqd5),Elemental Battle Armor,[MG] (Sqd5),Ambusher,19,404,BA,1,1,"6""j",2,1,0,0,2,2,"AM,CAR5,MEC",https://i.ibb.co/fp1mK6q/elemental-battle-armor-rg.png,8498
Elemental Battle Armor [MG] (Sqd6),Elemental Battle Armor,[MG] (Sqd6),Ambusher,19,520,BA,1,1,"6""j",2,1,0,0,2,2,"AM,CAR6,MEC",https://i.ibb.co/fp1mK6q/elemental-battle-armor-rg.png,8862
Elemental Battle Armor [MicroPL] (Sqd3),Elemental Battle Armor,[MicroPL] (Sqd3),Ambusher,16,247,BA,1,1,"6""j",2,1,0,0,1,2,"AM,CAR3,MEC",https://i.ibb.co/fp1mK6q/elemental-battle-armor-rg.png,9209
