name,internal_name,display_name,lookup_names,short_range,medium_range,long_range,extreme_range,minimum_range,rack_size,damage,cluster_damage,cluster_size,heat,tonnage,criticals,ammo_type,weapon_class,parent_class,file_path,tech_base,bv,cost,is_lbx
BA Recoilless Rifle (Light),CLBALight Recoilless Rifle,,"['BA Recoilless Rifle (Light)', 'CLBALight Recoilless Rifle', 'CLBALightRecoillessRifle', 'ISBALightRecoillessRifle', 'ISLight Recoilless Rifle', 'ISBALight Recoilless Rifle']",2,4,6,8,0,0,2.0,0.0,0,0,0.175,2,AmmoType,WeaponType,Weapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\battlearmor\CLBARecoillessRifleLight.java,IS,12,1000,False
BA Recoilless Rifle (Medium),CLBAMedium Recoilless Rifle,,"['BA Recoilless Rifle (Medium)', 'CLBAMedium Recoilless Rifle', 'CLBAMediumRecoillessRifle', 'ISBAMediumRecoillessRifle', 'IS BA Medium Recoilless Rifle', 'ISBAMedium Recoilless Rifle']",2,4,6,8,0,0,3.0,0.0,0,0,0.25,2,AmmoType,WeaponType,Weapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\battlearmor\CLBARecoillessRifleMedium.java,IS,19,3000,False
SRM 1,CLBASRM1,,"['SRM 1', 'CLBASRM1', 'Clan BA SRM-1', 'Clan BA SRM 1']",3,6,9,12,0,1,1.0,0.0,0,0,0.035,1,AmmoType,MissileWeapon,SRMWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\battlearmor\CLBASRM1.java,IS,15,5000,False
SRM 1 (OS),CLBASRM1OS,,"['SRM 1 (OS)', 'CLBASRM1OS']",3,6,9,12,0,1,1.0,0.0,0,0,0.0,2,AmmoType,MissileWeapon,SRMWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\battlearmor\CLBASRM1OS.java,IS,3,2500,False
SRM 2,CLBASRM2,,"['SRM 2', 'CLBASRM2', 'Clan BA SRM-2', 'Clan BA SRM 2']",3,6,9,12,0,2,2.0,0.0,0,2,0.07,2,AmmoType,MissileWeapon,SRMWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\battlearmor\CLBASRM2.java,IS,21,10000,False
SRM 2 (OS),CLBASRM2 (OS),,"['SRM 2 (OS)', 'CLBASRM2 (OS)', 'CLBASRM2OS', 'Clan BA OS SRM-2', 'Clan BA SRM 2 (OS)']",3,6,9,12,0,2,2.0,0.0,0,2,0.04,2,AmmoType,MissileWeapon,SRMWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\battlearmor\CLBASRM2OS.java,IS,4,5000,False
SRM 3,CLBASRM3,,"['SRM 3', 'CLBASRM3', 'Clan BA SRM-3', 'Clan BA SRM 3']",3,6,9,12,0,3,3.0,0.0,0,0,0.105,2,AmmoType,MissileWeapon,SRMWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\battlearmor\CLBASRM3.java,IS,21,15000,False
SRM 3 (OS),CLBASRM3 (OS),,"['SRM 3 (OS)', 'CLBASRM3 (OS)', 'Clan BA SRM 3 (OS)', 'Clan BA OS SRM-3', 'CLBASRM3OS']",3,6,9,12,0,3,3.0,0.0,0,0,0.0,2,AmmoType,MissileWeapon,SRMWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\battlearmor\CLBASRM3OS.java,IS,6,7500,False
SRM 4,CLBASRM4,,"['SRM 4', 'CLBASRM4', 'Clan BA SRM-4', 'Clan BA SRM 4']",3,6,9,12,0,4,4.0,0.0,0,3,0.0,2,AmmoType,MissileWeapon,SRMWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\battlearmor\CLBASRM4.java,IS,39,20000,False
SRM 4 (OS),CLBASRM4 (OS),,"['SRM 4 (OS)', 'CLBASRM4 (OS)', 'Clan BA OS SRM-4', 'Clan BA SRM 4 (OS)', 'CLBASRM4OS']",3,6,9,12,0,4,4.0,0.0,0,3,0.0,3,AmmoType,MissileWeapon,SRMWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\battlearmor\CLBASRM4OS.java,IS,8,10000,False
SRM 5,CLBASRM5,,"['SRM 5', 'CLBASRM5', 'Clan BA SRM-5', 'Clan BA SRM 5']",3,6,9,12,0,5,5.0,0.0,0,0,0.0,3,AmmoType,MissileWeapon,SRMWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\battlearmor\CLBASRM5.java,IS,47,25000,False
SRM 5 (OS),CLBASRM5OS,,"['SRM 5 (OS)', 'CLBASRM5OS']",3,6,9,12,0,5,5.0,0.0,0,0,0.0,3,AmmoType,MissileWeapon,SRMWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\battlearmor\CLBASRM5OS.java,IS,9,12500,False
SRM 6,CLBASRM6,,"['SRM 6', 'CLBASRM6', 'Clan BA SRM-6', 'Clan BA SRM 6']",3,6,9,12,0,6,6.0,0.0,0,4,0.0,3,AmmoType,MissileWeapon,SRMWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\battlearmor\CLBASRM6.java,IS,59,30000,False
SRM 6 (OS),CLBASRM6 (OS),,"['SRM 6 (OS)', 'CLBASRM6 (OS)', 'Clan BA OS SRM-6', 'Clan BA SRM 6 (OS)', 'CLBASRM6OS']",3,6,9,12,0,6,6.0,0.0,0,4,0.0,4,AmmoType,MissileWeapon,SRMWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\battlearmor\CLBASRM6OS.java,IS,12,15000,False
Support PPC,BA Support PPC,,"['Support PPC', 'BA Support PPC', 'CLBASupportPPC']",2,5,7,10,0,0,2.0,0.0,0,0,0.24,2,AmmoType,EnergyWeapon,PPCWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\battlearmor\CLBASupportPPC.java,IS,14,14000,False
RISC Advanced Point Defense System,ISBAAPDS,,"['RISC Advanced Point Defense System', 'ISBAAPDS']",0,0,0,0,0,0,0.0,0.0,0,0,0.35,2,AmmoType,WeaponType,Weapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\battlearmor\ISBAAPDS.java,IS,7,50000,False
Narc (Compact),ISBACompactNarc,,"['Narc (Compact)', 'ISBACompactNarc', 'ISBACompact Narc']",2,4,5,8,0,0,0.0,0.0,0,0,0.0,1,AmmoType,MissileWeapon,NarcWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\battlearmor\ISBACompactNarc.java,IS,16,15000,False
Needler (Firedrake),ISBAFireDrakeNeedler,,"['Needler (Firedrake)', 'ISBAFireDrakeNeedler', 'ISBAFiredrakeIncendiaryNeedler']",1,2,3,4,0,0,1.0,0.0,0,0,0.05,1,AmmoType,WeaponType,Weapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\battlearmor\ISBAFiredrakeNeedler.java,IS,2,1500,False
Gauss Rifle [David],BADavidLightGaussRifle,,"['Gauss Rifle [David]', 'BADavidLightGaussRifle', 'ISBADavidLightGaussRifle']",3,5,8,10,0,0,1.0,0.0,0,0,0.1,1,AmmoType,WeaponType,Weapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\battlearmor\ISBAGaussRifleDavidLight.java,IS,7,22500,False
Gauss Rifle [Grand Mauler],ISBAGrandMaulerGaussCannon,,"['Gauss Rifle [Grand Mauler]', 'ISBAGrandMaulerGaussCannon', 'ISBAGrandMauler']",2,4,5,8,0,0,1.0,0.0,0,0,0.125,2,AmmoType,WeaponType,Weapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\battlearmor\ISBAGaussRifleGrandMauler.java,IS,6,8000,False
Gauss Rifle [King David],ISBAKingDavidLightGaussRifle,,"['Gauss Rifle [King David]', 'ISBAKingDavidLightGaussRifle', 'IS BA King David Light Gauss Rifle']",3,6,9,12,0,0,1.0,0.0,0,0,0.275,2,AmmoType,WeaponType,Weapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\battlearmor\ISBAGaussRifleKingDavidLight.java,IS,7,30000,False
Gauss Rifle [Magshot],ISBAMagshotGaussRifle,,"['Gauss Rifle [Magshot]', 'ISBAMagshotGaussRifle', 'ISBAMagshotGR']",3,6,9,12,0,0,2.0,0.0,0,0,0.175,3,AmmoType,WeaponType,Weapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\battlearmor\ISBAGaussRifleMagshot.java,IS,15,10500,False
Gauss Rifle [Tsunami],ISBATsunamiHeavyGaussRifle,,"['Gauss Rifle [Tsunami]', 'ISBATsunamiHeavyGaussRifle', 'BA-ISTsunamiHeavyGaussRifle', 'IS BA Tsunami Heavy Gauss Rifle']",2,4,5,8,0,0,1.0,0.0,0,0,0.125,2,AmmoType,WeaponType,Weapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\battlearmor\ISBAGaussRifleTsunami.java,IS,6,9500,False
Grenade Launcher(Heavy),ISBAHeavyGrenadeLauncher,,"['Grenade Launcher(Heavy)', 'ISBAHeavyGrenadeLauncher', 'BA Heavy Grenade Launcher', 'ISBAAutoGL', 'ISBAHeavyGL', 'ISBAGrenadeLauncher', 'IS BA Grenade Launcher']",1,2,3,4,0,0,1.0,0.0,0,0,0.1,1,AmmoType,WeaponType,Weapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\battlearmor\ISBAGrenadeLauncherHeavy.java,IS,2,4500,False
Grenade Launcher (Micro),ISBAMicroGrenadeLauncher,,"['Grenade Launcher (Micro)', 'ISBAMicroGrenadeLauncher', 'IS BA Micro Grenade Launcher', 'CL BA Micro Grenade Launcher', 'CLBAMicroGrenadeLauncher']",1,2,2,2,0,0,1.0,0.0,0,0,0.075,1,AmmoType,WeaponType,Weapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\battlearmor\ISBAGrenadeLauncherMicro.java,IS,1,1950,False
Heavy Flamer [BA],ISBAHeavyFlamer,,"['Heavy Flamer [BA]', 'ISBAHeavyFlamer', 'IS BA Heavy Flamer']",2,3,4,6,0,0,4.0,0.0,0,5,0.0,1,AmmoType,Weapon,BAFlamerWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\battlearmor\ISBAHeavyFlamer.java,IS,15,11250,False
ER Medium Laser,ISBAERMediumLaser,,"['ER Medium Laser', 'ISBAERMediumLaser', 'IS BA ER Medium Laser']",4,8,12,16,0,0,5.0,0.0,0,5,0.8,3,AmmoType,EnergyWeapon,LaserWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\battlearmor\ISBALaserERMedium.java,IS,62,80000,False
ER Small Laser,ISBAERSmallLaser,,"['ER Small Laser', 'ISBAERSmallLaser', 'IS BA ER Small Laser']",2,4,5,8,0,0,3.0,0.0,0,0,0.35,2,AmmoType,EnergyWeapon,LaserWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\battlearmor\ISBALaserERSmall.java,IS,17,11250,False
Medium Laser,ISBAMediumLaser,,"['Medium Laser', 'ISBAMediumLaser', 'IS BA Medium Laser']",3,6,9,12,0,0,5.0,0.0,0,0,0.5,3,AmmoType,EnergyWeapon,LaserWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\battlearmor\ISBALaserMedium.java,IS,46,40000,False
Medium Pulse Laser,ISBAMediumPulseLaser,,"['Medium Pulse Laser', 'ISBAMediumPulseLaser', 'IS BA Pulse Med Laser', 'IS BA Medium Pulse Laser']",2,4,6,8,0,0,6.0,0.0,0,0,0.8,3,AmmoType,LaserWeapon,PulseLaserWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\battlearmor\ISBALaserPulseMedium.java,IS,48,60000,False
Small Pulse Laser,ISBASmallPulseLaser,,"['Small Pulse Laser', 'ISBASmallPulseLaser', 'IS BA Small Pulse Laser', 'ISBASmall Pulse Laser']",1,2,3,4,0,0,3.0,0.0,0,0,0.4,1,AmmoType,LaserWeapon,PulseLaserWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\battlearmor\ISBALaserPulseSmall.java,IS,12,16000,False
Small Laser,ISBASmallLaser,,"['Small Laser', 'ISBASmallLaser', 'ISBASmall Laser']",1,2,3,4,0,0,3.0,0.0,0,1,0.2,1,AmmoType,EnergyWeapon,LaserWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\battlearmor\ISBALaserSmall.java,IS,9,11250,False
Medium VSP Laser,ISBAMediumVSPLaser,,"['Medium VSP Laser', 'ISBAMediumVSPLaser', 'ISBAMVSPL', 'ISBAMediumVariableSpeedLaser', 'ISBAMediumVSP']",2,5,9,10,0,0,0.0,0.0,0,7,0.0,4,AmmoType,LaserWeapon,VariableSpeedPulseLaserWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\battlearmor\ISBALaserVSPMedium.java,IS,56,200000,False
Small VSP Laser,ISBASmallVSPLaser,,"['Small VSP Laser', 'ISBASmallVSPLaser', 'ISBASVSPL', 'ISBASmallVariableSpeedLaser', 'ISBASmallVSP']",2,4,6,8,0,0,0.0,0.0,0,3,0.0,2,AmmoType,LaserWeapon,VariableSpeedPulseLaserWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\battlearmor\ISBALaserVSPSmall.java,IS,22,60000,False
TAG (Light),ISBALightTAG,,"['TAG (Light)', 'ISBALightTAG', 'IS BA Light TAG']",3,6,9,12,0,0,0.0,0.0,0,0,0.035,1,AmmoType,Weapon,TAGWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\battlearmor\ISBALightTAG.java,IS,0,40000,False
LRM 1,ISBALRM1,,"['LRM 1', 'ISBALRM1', 'IS BA LRM-1', 'IS BA LRM 1']",7,14,21,28,6,1,1.0,0.0,0,0,0.0,2,AmmoType,MissileWeapon,LRMWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\battlearmor\ISBALRM1.java,IS,14,6000,False
LRM 1 (OS),ISBALRM1OS,,"['LRM 1 (OS)', 'ISBALRM1OS', 'IS BA LRM1 OS']",7,14,21,28,6,1,1.0,0.0,0,0,0.0,3,AmmoType,MissileWeapon,LRMWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\battlearmor\ISBALRM1OS.java,IS,3,3000,False
LRM 2,ISBALRM2,,"['LRM 2', 'ISBALRM2', 'IS BA LRM-2', 'IS BA LRM 2']",7,14,21,28,6,2,2.0,0.0,0,0,0.0,2,AmmoType,MissileWeapon,LRMWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\battlearmor\ISBALRM2.java,IS,20,12000,False
LRM 2 (OS),ISBALRM2OS,,"['LRM 2 (OS)', 'ISBALRM2OS', 'IS BA LRM2 OS']",7,14,21,28,6,2,2.0,0.0,0,0,0.0,3,AmmoType,MissileWeapon,LRMWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\battlearmor\ISBALRM2OS.java,IS,4,6000,False
LRM 3,ISBALRM3,,"['LRM 3', 'ISBALRM3', 'IS BA LRM-3', 'IS BA LRM3', 'IS BA LRM 3']",7,14,21,28,6,3,3.0,0.0,0,0,0.0,3,AmmoType,MissileWeapon,LRMWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\battlearmor\ISBALRM3.java,IS,29,18000,False
LRM 3 (OS),ISBALRM3OS,,"['LRM 3 (OS)', 'ISBALRM3OS', 'IS BA LRM3 OS']",7,14,21,28,6,3,3.0,0.0,0,0,0.0,4,AmmoType,MissileWeapon,LRMWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\battlearmor\ISBALRM3OS.java,IS,6,9000,False
LRM 4,ISBALRM4,,"['LRM 4', 'ISBALRM4', 'IS BA LRM-4', 'IS BA LRM 4']",7,14,21,28,6,4,4.0,0.0,0,0,0.0,3,AmmoType,MissileWeapon,LRMWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\battlearmor\ISBALRM4.java,IS,38,12000,False
LRM 4 (OS),ISBALRM4OS,,"['LRM 4 (OS)', 'ISBALRM4OS', 'IS BA LRM4 OS']",7,14,21,28,6,4,4.0,0.0,0,0,0.0,5,AmmoType,MissileWeapon,LRMWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\battlearmor\ISBALRM4OS.java,IS,8,12000,False
LRM 5,ISBALRM5,,"['LRM 5', 'ISBALRM5', 'IS BA LRM-5', 'IS BA LRM 5']",7,14,21,28,6,5,5.0,0.0,0,2,0.0,4,AmmoType,MissileWeapon,LRMWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\battlearmor\ISBALRM5.java,IS,45,30000,False
LRM 5 (OS),ISBALRM5OS,,"['LRM 5 (OS)', 'ISBALRM5OS', 'IS BA OS LRM-5', 'ISBALRM5 (OS)', 'IS BALRM 5 (OS)']",7,14,21,28,6,5,5.0,0.0,0,2,0.0,5,AmmoType,MissileWeapon,LRMWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\battlearmor\ISBALRM5OS.java,IS,9,18000,False
Machine Gun (Medium),ISBAMG,,"['Machine Gun (Medium)', 'ISBAMG', 'IS BA Machine Gun', 'ISBAMachine Gun', 'ISBAMachineGun']",1,2,3,4,0,0,2.0,0.0,0,0,0.1,1,AmmoType,Weapon,BAMGWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\battlearmor\ISBAMG.java,IS,5,5000,False
Machine Gun (Heavy),ISBAHeavyMachineGun,,"['Machine Gun (Heavy)', 'ISBAHeavyMachineGun', 'IS BA Heavy Machine Gun', 'ISBAHeavyMG']",1,2,2,2,0,0,3.0,0.0,0,0,0.15,1,AmmoType,Weapon,BAMGWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\battlearmor\ISBAMGHeavy.java,IS,6,7500,False
Machine Gun (Light),ISBALightMachineGun,,"['Machine Gun (Light)', 'ISBALightMachineGun', 'IS BA Light Machine Gun', 'ISBALightMG']",2,4,6,8,0,0,1.0,0.0,0,0,0.075,1,AmmoType,Weapon,BAMGWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\battlearmor\ISBAMGLight.java,IS,5,5000,False
Heavy Mortar,ISBAHeavyMortar,,"['Heavy Mortar', 'ISBAHeavyMortar', 'IS BA Heavy Mortar']",2,4,6,8,2,0,3.0,0.0,0,0,0.4,2,AmmoType,WeaponType,Weapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\battlearmor\ISBAMortarHeavy.java,IS,17,7500,False
Light Mortar,ISBALightMortar,,"['Light Mortar', 'ISBALightMortar', 'IS BA Light Mortar']",1,2,3,4,1,0,3.0,0.0,0,0,0.3,2,AmmoType,WeaponType,Weapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\battlearmor\ISBAMortarLight.java,IS,9,2100,False
MRM 1,ISBAMRM1,,"['MRM 1', 'ISBAMRM1', 'BA MRM-1', 'IS BA MRM 1']",3,8,15,16,0,1,1.0,0.0,0,0,0.0,1,AmmoType,MissileWeapon,MRMWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\battlearmor\ISBAMRM1.java,IS,9,5000,False
MRM 1 (OS),ISBAMRM1OS,,"['MRM 1 (OS)', 'ISBAMRM1OS', 'IS BA MRM1 OS']",3,8,15,16,0,1,1.0,0.0,0,0,0.0,2,AmmoType,MissileWeapon,MRMWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\battlearmor\ISBAMRM1OS.java,IS,2,2500,False
MRM 2,ISBAMRM2,,"['MRM 2', 'ISBAMRM2', 'BA MRM-2', 'IS BA MRM 2']",3,8,15,16,0,2,2.0,0.0,0,0,0.0,2,AmmoType,MissileWeapon,MRMWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\battlearmor\ISBAMRM2.java,IS,9,10000,False
MRM 2 (OS),ISBAMRM2OS,,"['MRM 2 (OS)', 'ISBAMRM2OS', 'IS BA MRM2 OS']",3,8,15,16,0,2,2.0,0.0,0,0,0.0,2,AmmoType,MissileWeapon,MRMWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\battlearmor\ISBAMRM2OS.java,IS,3,5000,False
MRM 3,ISBAMRM3,,"['MRM 3', 'ISBAMRM3', 'BA MRM-3', 'IS BA MRM 3']",3,8,15,16,0,3,3.0,0.0,0,0,0.0,2,AmmoType,MissileWeapon,MRMWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\battlearmor\ISBAMRM3.java,IS,18,15000,False
MRM 3 (OS),ISBAMRM3OS,,"['MRM 3 (OS)', 'ISBAMRM3OS', 'IS BA MRM3 OS']",3,8,15,16,0,3,3.0,0.0,0,0,0.0,3,AmmoType,MissileWeapon,MRMWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\battlearmor\ISBAMRM3OS.java,IS,4,7500,False
MRM 4,ISBAMRM4,,"['MRM 4', 'ISBAMRM4', 'BA MRM-4', 'IS BA MRM 4']",3,8,15,16,0,4,4.0,0.0,0,0,0.0,3,AmmoType,MissileWeapon,MRMWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\battlearmor\ISBAMRM4.java,IS,23,20000,False
MRM 4 (OS),ISBAMRM4OS,,"['MRM 4 (OS)', 'ISBAMRM4OS', 'IS BA MRM4 OS']",3,8,15,16,0,4,4.0,0.0,0,0,0.0,3,AmmoType,MissileWeapon,MRMWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\battlearmor\ISBAMRM4OS.java,IS,45,10000,False
MRM 5,ISBAMRM5,,"['MRM 5', 'ISBAMRM5', 'BA MRM-5', 'IS BA MRM 5']",3,8,15,16,0,5,5.0,0.0,0,0,0.0,3,AmmoType,MissileWeapon,MRMWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\battlearmor\ISBAMRM5.java,IS,28,25000,False
MRM 5 (OS),ISBAMRM5OS,,"['MRM 5 (OS)', 'ISBAMRM5OS', 'IS BA MRM5 OS']",3,8,15,16,0,5,5.0,0.0,0,0,0.0,4,AmmoType,MissileWeapon,MRMWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\battlearmor\ISBAMRM5OS.java,IS,6,12500,False
Plasma Rifle (Man-Portable),ISBAPlasmaRifle,,"['Plasma Rifle (Man-Portable)', 'ISBAPlasmaRifle', 'IS BA Plasma Rifle']",2,4,6,8,0,0,2.0,0.0,0,0,0.3,2,AmmoType,WeaponType,Weapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\battlearmor\ISBAPlasmaRifle.java,IS,12,28000,False
Pop-up Mine,ISBAPopUpMineLauncher,,"['Pop-up Mine', 'ISBAPopUpMineLauncher', 'ISMine Launcher']",0,0,0,0,0,0,0.0,0.0,0,0,0.2,1,AmmoType,WeaponType,Weapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\battlearmor\ISBAPopUpMineLauncher.java,IS,6,2500,False
Rocket Launcher 1,ISBARL1,,"['Rocket Launcher 1', 'ISBARL1', 'BA RL 1', 'BARL1', 'ISBARocketLauncher1', 'IS BA RLauncher-1']",3,7,12,14,0,0,0.0,0.0,0,0,0.0,2,AmmoType,MissileWeapon,RLWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\battlearmor\ISBARL1.java,IS,2,1500,False
Rocket Launcher 2,ISBARL2,,"['Rocket Launcher 2', 'ISBARL2', 'BARL2', 'BA RL 2', 'ISBARocketLauncher2', 'IS BA RLauncher-2']",3,7,12,14,0,0,0.0,0.0,0,0,0.05,2,AmmoType,MissileWeapon,RLWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\battlearmor\ISBARL2.java,IS,3,3000,False
Rocket Launcher 3,ISBARL3,,"['Rocket Launcher 3', 'ISBARL3', 'BA RL 3', 'BARL3', 'ISBARocketLauncher3', 'IS BA RLauncher-3']",3,7,12,14,0,0,0.0,0.0,0,0,0.075,3,AmmoType,MissileWeapon,RLWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\battlearmor\ISBARL3.java,IS,4,4500,False
Rocket Launcher 4,ISBARL4,,"['Rocket Launcher 4', 'ISBARL4', 'BA RL 4', 'BARL4', 'ISBARocketLauncher4', 'IS BA RLauncher-4']",3,7,12,14,0,0,0.0,0.0,0,0,0.0,3,AmmoType,MissileWeapon,RLWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\battlearmor\ISBARL4.java,IS,5,6000,False
