UnitType,Name,FullName,Common,Class,Model,Role,PV,BV,Type,Size,Tonnage,ASMove,Short,Medium,Long,Overheat,CBTMove,Armor,ArmorIcons,Structure,StructureIcons,TMM,RegSkill,VetSkill,RegPV,VetPV,Specials,TUR,AMS,ECM2,ECM6,PRB,IF,APC,CAR,ART,STL,MHQ,,,,,SpecialRules,ImageURL,MULId,Weapons,WepName1,Shots1,Dam1,Range1,WepName2,Shots2,Dam2,Range2,WepName3,Shots3,Dam3,Range3,WepName4,Shots4,Dam4,Range4,WepName5,Shots5,Dam5,Range5,WepName6,Shots6,Dam6,Range6,WepName7,Shots7,Dam7,Range7,CombDam1,CombDam2,CombDam3,CombDam4,CombDam5,CombDam6,CombDam7,,Star League (2571 - 2780),Early Succession War (2781 - 2900),Late Succession War - LosTech (2901 - 3019),Late Succession War - Renaissance (3020 - 3049),Clan Invasion (3050 - 3061),Civil War (3062 - 3067),Jihad (3068 - 3085),Early Republic (3086 - 3100),Late Republic (3101 - 3130),Dark Ages (3131 - 3150),ilClan (3151 - 9999)
Vehicle,Galleon Light Tank GAL-100,Galleon Light Tank GAL-100,!,Galleon Light Tank,GAL-100,Scout,13,309,CV,1,30,"12""t",2,1,0,0,6T,2,AA,2,SS,+2,6,5,13,16,"EE,ENE,SRCH,TUR(1/1/-)",TUR,,,,,,,,,,,,,,,TUR,https://i.ibb.co/w0GJvrG/karnov-ur-transport-rg.png,1755,"ER Medium Laser - 1x5 @ 4/8/12
Medium Laser - 2x5 @ 3/6/9",ER Medium Laser,1,5,4/8/12,Medium Laser,2,5,3/6/9,,,,,,,,,,,,,,,,,,,,,1x5,2x5,,,,,,,Unknown,Unknown,Mercenary,Mercenary,Mercenary,Mercenary,"Marian Hegemony, Mercenary","Marian Hegemony, Mercenary",Marian Hegemony,Marian Hegemony,Marian Hegemony
Vehicle,Galleon Light Tank GAL-102,Galleon Light Tank GAL-102,!,Galleon Light Tank,GAL-102,Striker,31,651,CV,1,30,"14""t",2,2,0,0,7T,4,AAAA,2,SS,+3,6,5,31,37,"ENE,PRB,RCN,SRCH,TUR(1/1/-)",TUR,,,,PRB,,,,,,,,,,,"TUR, PRB",https://i.ibb.co/w0GJvrG/karnov-ur-transport-rg.png,1756,ER Large Laser - 1x8 @ 7/14/19,ER Large Laser,1,8,7/14/19,,,,,,,,,,,,,,,,,,,,,,,,,1x8,,,,,,,,Unknown,Unknown,Unique,Unique,Unique,Unique,Unique,Unique,Unique,Unique,Unique
Vehicle,Galleon Light Tank GAL-103,Galleon Light Tank GAL-103,,Galleon Light Tank,GAL-103,Scout,40,872,CV,1,30,"14""t",2,2,0,0,7T,5,AAAAA,2,SS,+3,6,5,40,48,"C3I,ECM,ENE,MHQ2,PRB,RCN,SRCH,TUR(1/1/-)",TUR,,,ECM,PRB,,,,,,,,,,,"TUR, ECM, PRB",https://i.ibb.co/w0GJvrG/karnov-ur-transport-rg.png,9561,"ER Medium Laser - 2x5 @ 4/8/12
Thumper Cannon - 1x5 @ 4/9/14",ER Medium Laser,2,5,4/8/12,Thumper Cannon,1,5,4/9/14,,,,,,,,,,,,,,,,,,,,,2x5,1x5,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Republic of the Sphere,Republic of the Sphere,Republic of the Sphere,"Inner Sphere General, IS Clan General, Kell Hounds, Mercenary, Wolf's Dragoons"
Vehicle,Galleon Light Tank GAL-104,Galleon Light Tank GAL-104,,Galleon Light Tank,GAL-104,Scout,27,779,CV,1,30,"14""t",1,1,1,0,7T,4,AAAA,2,SS,+3,5,4,32,37,"C3I,ENE,MHQ2,SRCH,TUR(1/1/1)",TUR,,,,,,,,,,,,,,,TUR,https://i.ibb.co/w0GJvrG/karnov-ur-transport-rg.png,1757,"Medium Laser - 2x5 @ 3/6/9
Light PPC - 1x5 @ 6/12/18",Medium Laser,2,5,3/6/9,Light PPC,1,5,6/12/18,,,,,,,,,,,,,,,,,,,,,2x5,1x5,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Inner Sphere General,Inner Sphere General,Inner Sphere General,Inner Sphere General,Inner Sphere General,Inner Sphere General
Vehicle,Galleon Light Tank GAL-105,Galleon Light Tank GAL-105,,Galleon Light Tank,GAL-105,Sniper,18,564,cv,1,30,"12""t",1,1,0,0,6T,3,AAA,2,SS,+2,6,5,18,22,"ARTTC-1,CASE,SRCH,TUR(ARTTC-1)",TUR,,,,,,,,ARTTC-1,,,,,,,"TUR, ARTTC-1",https://i.ibb.co/w0GJvrG/karnov-ur-transport-rg.png,1758,"Machine Gun - 2x2 @ 1/2/3
ER Medium Laser - 1x5 @ 4/8/12",Machine Gun,2,2,1/2/3,ER Medium Laser,1,5,4/8/12,,,,,,,,,,,,,,,,,,,,,2x2,1x5,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Periphery General,Periphery General,"Capellan Confederation, Free Worlds League (Duchy of Andurien), Periphery General","Capellan Confederation, Free Worlds League (Duchy of Andurien), Periphery General","Capellan Confederation, Free Worlds League (Duchy of Andurien), Periphery General","Capellan Confederation, Free Worlds League (Duchy of Andurien), Periphery General"
Vehicle,Galleon Light Tank GAL-106,Galleon Light Tank GAL-106,!,Galleon Light Tank,GAL-106,Scout,33,762,CV,1,30,"16""t",2,2,1,0,8T,4,AAAA,2,SS,+3,6,5,33,40,"CR,ENE,PRB,RCN,SRCH,TAG,TUR(2/2/1)",TUR,,,,PRB,,,,,,,,,,,"TUR, PRB",https://i.ibb.co/fnd3wZs/kite-3150.png,6541,"Medium Laser - 1x5 @ 3/6/9
Machine Gun - 2x2 @ 1/2/3",Medium Laser,1,5,3/6/9,Machine Gun,2,2,1/2/3,,,,,,,,,,,,,,,,,,,,,1x5,2x2,,,,,,,,,,,,,,,,,
Vehicle,Galleon Light Tank GAL-106M,Galleon Light Tank GAL-106M,!,Galleon Light Tank,GAL-106M,Scout,24,601,cv,1,30,"16""t",1,1,0,0,8T,4,AAAA,2,SS,+3,6,5,24,29,"AMS,CASE,CR,IT4,SRCH,TUR(1/1/-)",TUR,AMS,,,,,IT4,,,,,,,,,"TUR, AMS, IT4",https://i.ibb.co/fnd3wZs/kite-3150.png,8052,"Prototype Rocket Launcher 10 - 6x5 @ 5/10/15
Machine Gun - 2x2 @ 1/2/3
Prototype Rocket Launcher 20 - 5x5 @ 3/7/12",Prototype Rocket Launcher 10,6,5,5/10/15,Machine Gun,2,2,1/2/3,Prototype Rocket Launcher 20,5,5,3/7/12,,,,,,,,,,,,,,,,,6x5,2x2,5x5,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Capellan Confederation, Clan Sea Fox, Draconis Combine, Lyran Commonwealth, Rasalhague Dominion, Raven Alliance","Capellan Confederation, Clan Sea Fox, Draconis Combine, Lyran Commonwealth, Rasalhague Dominion, Raven Alliance"
Vehicle,Galleon Light Tank GAL-200,Galleon Light Tank GAL-200,,Galleon Light Tank,GAL-200,Scout,12,345,CV,1,30,"12""t",1,1,0,0,6T,2,AA,2,SS,+2,6,5,12,14,"EE,SRCH,TUR(1/1/-)",TUR,,,,,,,,,,,,,,,TUR,https://i.ibb.co/s20FDxB/lamprey-3150.png,6540,"Rocket Launcher 10 - 6x5 @ 5/10/15
Machine Gun - 2x2 @ 1/2/3
Rocket Launcher 20 - 5x5 @ 3/7/12",Rocket Launcher 10,6,5,5/10/15,Machine Gun,2,2,1/2/3,Rocket Launcher 20,5,5,3/7/12,,,,,,,,,,,,,,,,,6x5,2x2,5x5,,,,,,,,,,,,,,,,
Vehicle,Galleon Light Tank GAL-200 (RL),Galleon Light Tank GAL-200 (RL),,Galleon Light Tank,GAL-200 (RL),Ambusher,13,443,CV,1,30,"12""t",1,1,0,0,6T,2,AA,2,SS,+2,6,5,13,16,"EE,SRCH,TUR(1/0*/-)",TUR,,,,,,,,,,,,,,,TUR,https://i.ibb.co/V28qHqq/main-gauche-3067.png,4569,"Magshot Gauss Rifle - 2x2 @ 3/6/9
Light AC/5 - 1x5 @ 5/10/15",Magshot Gauss Rifle,2,2,3/6/9,Light AC/5,1,5,5/10/15,,,,,,,,,,,,,,,,,,,,,2x2,1x5,,,,,,,,,,,,,,,,,
Vehicle,Galleon Light Tank GAL-200R,Galleon Light Tank GAL-200R,,Galleon Light Tank,GAL-200R,Ambusher,13,455,CV,1,30,"12""t",1,1,0,0,6T,2,AA,2,SS,+2,6,5,12,14,"EE,SRCH,TUR(1/0*/-)",TUR,,,,,,,,,,,,,,,TUR,https://i.ibb.co/V28qHqq/main-gauche-3067.png,4568,"MML 7 - 1x5 @ 3/14/21
ER Small Laser - 2x3 @ 2/4/5
ER Medium Laser - 1x5 @ 4/8/12",MML 7,1,5,3/14/21,ER Small Laser,2,3,2/4/5,ER Medium Laser,1,5,4/8/12,,,,,,,,,,,,,,,,,1x5,2x3,1x5,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Free Worlds League,Free Worlds League,"Capellan Confederation, Free Worlds League (Duchy of Andurien), Free Worlds League (Duchy of Tamarind-Abbey), Free Worlds League (Marik-Stewart Commonwealth), Free Worlds League (Non-Aligned Worlds), Free Worlds League (Oriente Protectorate), Free Worlds League (Regulan Fiefs), Free Worlds League (Rim Commonality), Lyran Commonwealth, Mercenary, Republic of the Sphere","Capellan Confederation, Free Worlds League (Duchy of Andurien), Free Worlds League (Duchy of Tamarind-Abbey), Free Worlds League (Marik-Stewart Commonwealth), Free Worlds League (Oriente Protectorate), Free Worlds League (Regulan Fiefs), Free Worlds League (Rim Commonality), Lyran Commonwealth, Mercenary, Republic of the Sphere","Capellan Confederation, Free Worlds League, Free Worlds League (Duchy of Andurien), Free Worlds League (Duchy of Tamarind-Abbey), Free Worlds League (Marik-Stewart Commonwealth), Free Worlds League (Oriente Protectorate), Free Worlds League (Regulan Fiefs), Free Worlds League (Rim Commonality), Lyran Commonwealth, Mercenary, Republic of the Sphere","Capellan Confederation, Free Worlds League, Free Worlds League (Duchy of Andurien), Lyran Commonwealth, Mercenary, Tamar Pact"
Vehicle,Galleon Light Tank GAL-201,Galleon Light Tank GAL-201,,Galleon Light Tank,GAL-201,Scout,18,504,CV,1,30,"12""t",1,1,0,0,6T,2,AA,2,SS,+3,6,5,18,22,"CASE,ECM,STL,SRCH,TUR(1/1/-)",TUR,,,ECM,,,,,,STL,,,,,,"TUR, ECM, STL",https://i.ibb.co/V28qHqq/main-gauche-3067.png,5727,"Small Pulse Laser - 2x3 @ 1/2/3
Machine Gun - 2x2 @ 1/2/3
ER Medium Laser - 1x5 @ 4/8/12",Small Pulse Laser,2,3,1/2/3,Machine Gun,2,2,1/2/3,ER Medium Laser,1,5,4/8/12,,,,,,,,,,,,,,,,,2x3,2x2,1x5,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Capellan Confederation, Free Worlds League (Duchy of Andurien), Free Worlds League (Duchy of Tamarind-Abbey), Free Worlds League (Marik-Stewart Commonwealth), Free Worlds League (Non-Aligned Worlds), Free Worlds League (Oriente Protectorate), Free Worlds League (Regulan Fiefs), Free Worlds League (Rim Commonality), Fronc Reaches, Lyran Commonwealth, Magistracy of Canopus, Marian Hegemony, Mercenary, Republic of the Sphere","Capellan Confederation, Free Worlds League (Duchy of Andurien), Free Worlds League (Duchy of Tamarind-Abbey), Free Worlds League (Marik-Stewart Commonwealth), Free Worlds League (Oriente Protectorate), Free Worlds League (Regulan Fiefs), Free Worlds League (Rim Commonality), Fronc Reaches, Lyran Commonwealth, Magistracy of Canopus, Marian Hegemony, Mercenary, Republic of the Sphere","Capellan Confederation, Free Worlds League, Free Worlds League (Duchy of Andurien), Free Worlds League (Duchy of Tamarind-Abbey), Free Worlds League (Marik-Stewart Commonwealth), Free Worlds League (Oriente Protectorate), Free Worlds League (Regulan Fiefs), Free Worlds League (Rim Commonality), Fronc Reaches, Lyran Commonwealth, Magistracy of Canopus, Marian Hegemony, Mercenary, Republic of the Sphere","Capellan Confederation, Clan Protectorate, Free Worlds League, Free Worlds League (Duchy of Andurien), Fronc Reaches, Lyran Commonwealth, Magistracy of Canopus, Marian Hegemony, Mercenary, Tamar Pact"
Vehicle,Galleon Light Tank GAL-300,Galleon Light Tank GAL-300,,Galleon Light Tank,GAL-300,Striker,22,648,CV,1,30,"12""t",2,2,0,0,6T,4,AAAA,2,SS,+2,6,5,22,26,"IF0*,SRCH,TUR(2/2/-)",TUR,,,,,,,,,,,,,,,TUR,https://i.ibb.co/V28qHqq/main-gauche-3067.png,4570,Light Machine Gun - 2x1 @ 2/4/6,Light Machine Gun,2,1,2/4/6,,,,,,,,,,,,,,,,,,,,,,,,,2x1,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,"Free Worlds League, Word of Blake","Escorpión Imperio, Free Worlds League, Word of Blake","Capellan Confederation, Escorpión Imperio, Free Worlds League (Duchy of Andurien), Free Worlds League (Duchy of Tamarind-Abbey), Free Worlds League (Marik-Stewart Commonwealth), Free Worlds League (Non-Aligned Worlds), Free Worlds League (Oriente Protectorate), Free Worlds League (Regulan Fiefs), Free Worlds League (Rim Commonality), Lyran Commonwealth, Magistracy of Canopus, Mercenary, Republic of the Sphere","Capellan Confederation, Escorpión Imperio, Free Worlds League (Duchy of Andurien), Free Worlds League (Duchy of Tamarind-Abbey), Free Worlds League (Marik-Stewart Commonwealth), Free Worlds League (Oriente Protectorate), Free Worlds League (Regulan Fiefs), Free Worlds League (Rim Commonality), Lyran Commonwealth, Magistracy of Canopus, Mercenary, Republic of the Sphere","Capellan Confederation, Free Worlds League, Free Worlds League (Duchy of Andurien), Free Worlds League (Duchy of Tamarind-Abbey), Free Worlds League (Marik-Stewart Commonwealth), Free Worlds League (Oriente Protectorate), Free Worlds League (Regulan Fiefs), Free Worlds League (Rim Commonality), Lyran Commonwealth, Magistracy of Canopus, Mercenary, Republic of the Sphere","Capellan Confederation, Free Worlds League, Free Worlds League (Duchy of Andurien), Lyran Commonwealth, Magistracy of Canopus, Mercenary, Tamar Pact"
Vehicle,Galleon Light Tank Maxwell,Galleon Light Tank Maxwell,,Galleon Light Tank,Maxwell,Scout,16,451,CV,1,30,"12""t",2,1,0,0,6T,3,AAA,2,SS,+2,6,5,16,19,"ARS,CASE,IT4,SRCH,TUR(2/1/-)",TUR,,,,,,IT4,,,,,,,,,"TUR, IT4",https://i.ibb.co/nbQRkYW/onuris-attack-vtol-rg.png,9418,"Streak LRM 15 - 2x5 @ 7/14/21
ER Large Laser - 1x10 @ 8/15/25",Streak LRM 15,2,5,7/14/21,ER Large Laser,1,10,8/15/25,,,,,,,,,,,,,,,,,,,,,2x5,1x10,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clan Sea Fox,IS Clan General
Vehicle,Garrot Superheavy Transport,Garrot Superheavy Transport,,Garrot Superheavy Transport,,None,15,316,CV,1,30,"10""v",0,0,0,0,5V,3,AAA,2,SS,+2,6,5,15,18,"ATMO,EE,IT1,SRCH,TUR(0*/0*/-)",TUR,,,,,,IT1,,,,,,,,,"TUR, IT1",https://i.ibb.co/nbQRkYW/onuris-attack-vtol-rg.png,9419,Heavy Machine Gun - 2x3 @ 1/2/3,Heavy Machine Gun,2,3,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,2x3,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clan Sea Fox,IS Clan General
Vehicle,Garuda Heavy VTOL,Garuda Heavy VTOL,,Garuda Heavy VTOL,,Sniper,41,1484,CV,2,40,"16""v",3,3,3,0,8V,4,AAAA,3,SSS,+3,5,4,49,57,"ATMO,CASE,ECM,SRCH,TAG,TUR(1/1/1,TAG)",TUR,,,ECM,,,,,,,,,,,,"TUR, ECM",https://i.ibb.co/nbQRkYW/onuris-attack-vtol-rg.png,9420,"ER Medium Laser - 2x5 @ 4/8/12
MML 5 - 1x5 @ 3/14/21",ER Medium Laser,2,5,4/8/12,MML 5,1,5,3/14/21,,,,,,,,,,,,,,,,,,,,,2x5,1x5,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clan Sea Fox,IS Clan General
Vehicle,Giggins APC,Giggins APC,,Giggins APC,,Skirmisher,15,476,CV,2,40,"12""w",1,0,0,0,6W,4,AAAA,2,SS,+2,6,5,15,18,"ECM,IT8,SRCH,TUR(1/-/-)",TUR,,,ECM,,,IT8,,,,,,,,,"TUR, ECM, IT8",https://i.ibb.co/nbQRkYW/onuris-attack-vtol-rg.png,9421,AC/10 - 1x10 @ 5/10/15,AC/10,1,10,5/10/15,,,,,,,,,,,,,,,,,,,,,,,,,1x10,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clan Sea Fox,IS Clan General
Vehicle,Giggins APC (Fire Support),Giggins APC (Fire Support),,Giggins APC,(Fire Support),Skirmisher,23,718,CV,2,40,"12""w",2,2,0,0,6W,5,AAAAA,2,SS,+2,6,5,23,28,"IF0*,IT4,SRCH,TUR(2/2/0*,IF0*)",TUR,,,,,,IT4,,,,,,,,,"TUR, IT4",https://i.ibb.co/nbQRkYW/onuris-attack-vtol-rg.png,9422,"Light AC/5 - 1x5 @ 5/10/15
Light Machine Gun Array - 1x1 @ 2/4/6
Light Machine Gun - 4x1 @ 2/4/6
Rocket Launcher 15 - 4x5 @ 4/9/15",Light AC/5,1,5,5/10/15,Light Machine Gun Array,1,1,2/4/6,Light Machine Gun,4,1,2/4/6,Rocket Launcher 15,4,5,4/9/15,,,,,,,,,,,,,1x5,1x1,4x1,4x5,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clan Sea Fox,IS Clan General
Vehicle,Gladius Medium Hover Tank Mk. II,Gladius Medium Hover Tank Mk. II,,Gladius Medium Hover Tank,Mk. II,Striker,25,613,CV,2,40,"16""h",2,2,0,0,8H,3,AAA,2,SS,+3,6,5,25,30,"EE,REAR0*/0*/-,SRCH",,,,,,,,,,,,,,,,,https://i.ibb.co/nbQRkYW/onuris-attack-vtol-rg.png,9417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clan Sea Fox,IS Clan General
Vehicle,Gladius Medium Hovertank,Gladius Medium Hovertank,,Gladius Medium Hovertank,,Striker,20,586,CV,2,40,"16""h",1,1,0,0,8H,3,AAA,2,SS,+3,6,5,25,30,"AC1/1/-,EE,SRCH",,,,,,,,,,,,,,,,,https://i.ibb.co/k3pMXrF/peregrine-3058u.png,2479,"LRM 15 - 2x5 @ 7/14/21
ER Large Laser - 1x8 @ 7/14/19
Machine Gun - 2x2 @ 1/2/3",LRM 15,2,5,7/14/21,ER Large Laser,1,8,7/14/19,Machine Gun,2,2,1/2/3,,,,,,,,,,,,,,,,,2x5,1x8,2x2,,,,,,,,,,,,,,,,
Vehicle,Glaive Medium Tank,Glaive Medium Tank,,Glaive Medium Tank,,Sniper,22,806,CV,2,45,"10""w",2,2,2,0,5W,3,AAA,3,SSS,+2,6,5,22,26,"IF1,SRCH,TUR(2/1/1)",TUR,,,,,IF1,,,,,,,,,,"TUR, IF1",https://i.ibb.co/k3pMXrF/peregrine-3058u.png,2477,"Rotary AC/5 - 6x5 @ 5/10/15
LRM 15 - 4x5 @ 7/14/21
ER Medium Laser - 2x5 @ 4/8/12",Rotary AC/5,6,5,5/10/15,LRM 15,4,5,7/14/21,ER Medium Laser,2,5,4/8/12,,,,,,,,,,,,,,,,,6x5,4x5,2x5,,,,,,Unknown,Unknown,Unknown,Inner Sphere General,Inner Sphere General,Inner Sphere General,Inner Sphere General,Extinct,Extinct,Extinct,Extinct
Vehicle,Glaive Medium Tank (MFB),Glaive Medium Tank (MFB),,Glaive Medium Tank,(MFB),Scout,8,277,CV,2,45,"10""w",0,0,0,0,5W,2,AA,2,SS,+2,6,5,8,10,"AMP,ENE,MFB,SRCH",,,,,,,,,,,,,,,,,https://i.ibb.co/k3pMXrF/peregrine-3058u.png,2478,"ER Medium Laser - 2x5 @ 4/8/12
LRM 15 - 4x5 @ 7/14/21
Rotary AC/5 - 6x5 @ 5/10/15",ER Medium Laser,2,5,4/8/12,LRM 15,4,5,7/14/21,Rotary AC/5,6,5,5/10/15,,,,,,,,,,,,,,,,,2x5,4x5,6x5,,,,,,Unknown,Unknown,Unknown,Draconis Combine,Inner Sphere General,Inner Sphere General,Inner Sphere General,Extinct,Extinct,Extinct,Extinct
Vehicle,Glory Heavy Fire Support Vehicle,Glory Heavy Fire Support Vehicle,,Glory Heavy Fire Support Vehicle,,Missile Boat,43,1686,CV,4,85,"6""t",4,5,3,0,3T,8,AAAAAAAA,5,SSSSS,+1,6,5,43,52,"ECM,IF2,SRCH,TUR(3/4/3,IF2)",TUR,,,ECM,,IF2,,,,,,,,,,"TUR, ECM, IF2",https://i.ibb.co/QK1sj3g/pinto-3060.png,2532,"ER Medium Laser - 3x5 @ 4/8/12
Plasma Rifle - 1x10 @ 5/10/15
Arrow IV - 1x20 @ 1/2/8",ER Medium Laser,3,5,4/8/12,Plasma Rifle,1,10,5/10/15,Arrow IV,1,20,1/2/8,,,,,,,,,,,,,,,,,3x5,1x10,1x20,,,,,,,,,,,,,,,,
Vehicle,Glory Heavy Fire Support Vehicle (3090 Upgrade),Glory Heavy Fire Support Vehicle (3090 Upgrade),,Glory Heavy Fire Support Vehicle,(3090 Upgrade),Juggernaut,57,1980,CV,4,85,"6""t",5,6,3,0,3T,10,AAAAAAAAAA,5,SSSSS,+1,5,4,68,79,"C3S,CASE,ECM,IF2,MHQ1,PRB,RCN,SRCH,TUR(4/5/3,IF2)",TUR,,,ECM,PRB,IF2,,,,,,,,,,"TUR, ECM, PRB, IF2",https://i.ibb.co/QK1sj3g/pinto-3060.png,2533,"Light Gauss Rifle - 1x8 @ 8/17/25
LRM 15 - 4x5 @ 7/14/21",Light Gauss Rifle,1,8,8/17/25,LRM 15,4,5,7/14/21,,,,,,,,,,,,,,,,,,,,,1x8,4x5,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Word of Blake,Extinct,Extinct,Extinct,Extinct
Vehicle,Glory Heavy Fire Support Vehicle (Arrow IV),Glory Heavy Fire Support Vehicle (Arrow IV),,Glory Heavy Fire Support Vehicle,(Arrow IV),Missile Boat,49,1704,CV,4,85,"6""t",3,3,0,0,3T,10,AAAAAAAAAA,5,SSSSS,+1,6,5,49,59,"ARTAIS-1,CASE,ECM,SRCH,TUR(2/2/-,ARTAIS-1)",TUR,,,ECM,,,,,ARTAIS-1,,,,,,,"TUR, ECM, ARTAIS-1",https://i.ibb.co/zbx2jxX/praetorian-edda.png,7297,"Machine Gun - 2x2 @ 1/2/3
ER Medium Laser - 1x5 @ 4/8/12
LRM 10 - 1x5 @ 7/14/21
SRM 6 - 4x2 @ 3/6/9",Machine Gun,2,2,1/2/3,ER Medium Laser,1,5,4/8/12,LRM 10,1,5,7/14/21,SRM 6,4,2,3/6/9,,,,,,,,,,,,,2x2,1x5,1x5,4x2,,,,,,,,,,,,,,,
Vehicle,Glory Heavy Fire Support Vehicle (Light Gauss),Glory Heavy Fire Support Vehicle (Light Gauss),,Glory Heavy Fire Support Vehicle,(Light Gauss),Missile Boat,40,1452,CV,4,85,"6""t",2,4,4,0,3T,8,AAAAAAAA,5,SSSSS,+1,6,5,40,48,"ECM,IF2,SRCH,TUR(2/4/4,IF2)",TUR,,,ECM,,IF2,,,,,,,,,,"TUR, ECM, IF2",https://i.ibb.co/SRL18fQ/skadi-3085.jpg,6246,"Machine Gun - 1x2 @ 1/2/3
Large Re-engineered Laser - 1x9 @ 5/10/15",Machine Gun,1,2,1/2/3,Large Re-engineered Laser,1,9,5/10/15,,,,,,,,,,,,,,,,,,,,,1x2,1x9,,,,,,,,,,,,,,,,,
Vehicle,Goblin II Infantry Support Vehicle,Goblin II Infantry Support Vehicle,,Goblin II Infantry Support Vehicle,,Missile Boat,25,839,CV,2,45,"8""t",2,2,1,0,4T,6,AAAAAA,3,SSS,+1,6,5,25,30,"AMS,IF1,IT3,SRCH,TUR(2/2/1,IF1)",TUR,AMS,,,,IF1,IT3,,,,,,,,,"TUR, AMS, IF1, IT3",https://i.ibb.co/wBDtMVD/strix-3150.png,7298,"Machine Gun - 2x2 @ 1/2/3
Large Pulse Laser - 1x9 @ 3/7/10
SRM 6 - 4x2 @ 3/6/9",Machine Gun,2,2,1/2/3,Large Pulse Laser,1,9,3/7/10,SRM 6,4,2,3/6/9,,,,,,,,,,,,,,,,,2x2,1x9,4x2,,,,,,,,,,,,,,,,
Vehicle,Goblin III Infantry Support Vehicle,Goblin III Infantry Support Vehicle,,Goblin III Infantry Support Vehicle,,Juggernaut,23,794,CV,2,45,"10""t",2,1,0,0,5T,6,AAAAAA,3,SSS,+2,6,5,23,28,"CASE,IT4,REL,SRCH,TUR(1/1/0,REL)",TUR,,,,,,IT4,,,,,,,,,"TUR, IT4",https://i.ibb.co/dLfJRz3/tribune-edda.png,6958,"Snub-Nose PPC - 1x8 @ 9/13/15
SRM 6 - 4x2 @ 3/6/9
Machine Gun - 1x2 @ 1/2/3",Snub-Nose PPC,1,8,9/13/15,SRM 6,4,2,3/6/9,Machine Gun,1,2,1/2/3,,,,,,,,,,,,,,,,,1x8,4x2,1x2,,,,,,,,,,,,,,,,
Vehicle,Goblin Infantry Support Vehicle,Goblin Infantry Support Vehicle,,Goblin Infantry Support Vehicle,,Juggernaut,24,790,CV,2,45,"8""t",3,2,0,0,4T,6,AAAAAA,3,SSS,+1,6,5,24,29,"AMS,IT3,SRCH,TUR(2/2/-)",TUR,AMS,,,,,IT3,,,,,,,,,"TUR, AMS, IT3",https://i.ibb.co/Yt9wJWz/yasha-3085.png,3612,"Machine Gun - 1x2 @ 1/2/3
Large Laser - 1x8 @ 5/10/15",Machine Gun,1,2,1/2/3,Large Laser,1,8,5/10/15,,,,,,,,,,,,,,,,,,,,,1x2,1x8,,,,,,,,,,,,,,,,,
Vehicle,Goblin Infantry Support Vehicle (Sealed),Goblin Infantry Support Vehicle (Sealed),,Goblin Infantry Support Vehicle,(Sealed),Brawler,23,897,CV,2,45,"8""t",2,2,0,0,4T,6,AAAAAA,3,SSS,+1,6,5,23,28,"AMS,SEAL,SRCH,TUR(2/2/-)",TUR,AMS,,,,,,,,,,,,,,"TUR, AMS",https://i.ibb.co/Yt9wJWz/yasha-3085.png,3610,"Machine Gun - 1x2 @ 1/2/3
LRM 10 - 3x5 @ 7/14/21",Machine Gun,1,2,1/2/3,LRM 10,3,5,7/14/21,,,,,,,,,,,,,,,,,,,,,1x2,3x5,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Clan Nova Cat, Draconis Combine, Republic of the Sphere","Capellan Confederation, Clan Nova Cat, Draconis Combine, Free Worlds League (Oriente Protectorate), Republic of the Sphere","Capellan Confederation, Clan Nova Cat, Draconis Combine, Free Worlds League, Free Worlds League (Oriente Protectorate), Republic of the Sphere","Capellan Confederation, Clan Protectorate, Draconis Combine, Free Worlds League"
