Name,Class,Model,Role,PV,BV,Type,Size,Tonnage,Move,Short,Medium,Long,Overheat,Armor,Structure,Specials,ImageURL,MULId,Star League (2571 - 2780),Early Succession War (2781 - 2900),Late Succession War - LosTech (2901 - 3019),Late Succession War - Renaissance (3020 - 3049),Clan Invasion (3050 - 3061),Civil War (3062 - 3067),Jihad (3068 - 3085),Early Republic (3086 - 3100),Late Republic (3101 - 3130),Dark Ages (3131 - 3150),ilClan (3151 - 9999)
J. Edgar Light Hover Tank (MG),J. Edgar Light Hover Tank,(MG),Scout,24,482,CV,1,25,"22""h",2,1,0,0,3,2,"SRCH,TUR(2/1/-)",https://i.ibb.co/4dCLFth/j-edgar-light-hover-tank-rg.png,1640,Unknown,"Inner Sphere General, Mercenary","ComStar, Inner Sphere General, Periphery General","ComStar, Inner Sphere General, Periphery General","Inner Sphere General, Periphery General","Inner Sphere General, Mercenary, Periphery General","Inner Sphere General, Mercenary, Periphery General","Inner Sphere General, Mercenary, Periphery General","Inner Sphere General, Mercenary, Periphery General","Inner Sphere General, Mercenary, Periphery General","Inner Sphere General, Mercenary, Periphery General"
J. Edgar Light Hover Tank (TAG),J. Edgar Light Hover Tank,(TAG),Scout,30,564,CV,1,25,"22""h",1,1,0,0,4,2,"ENE,PRB,RCN,SRCH,TAG,TUR(1/1/-,TAG)",https://i.ibb.co/4dCLFth/j-edgar-light-hover-tank-rg.png,1642,Unknown,Unknown,Unknown,Unknown,Inner Sphere General,Inner Sphere General,"Inner Sphere General, Mercenary","Inner Sphere General, Mercenary","Inner Sphere General, Mercenary","Inner Sphere General, Mercenary","Inner Sphere General, Mercenary"
J. Edgar Light Hover Tank (X-Pulse),J. Edgar Light Hover Tank,(X-Pulse),Scout,32,621,CV,1,25,"22""h",2,2,0,0,4,2,"SRCH,TUR(2/2/-)",https://i.ibb.co/4dCLFth/j-edgar-light-hover-tank-rg.png,9476,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Draconis Combine, Federated Suns, Free Worlds League, Fronc Reaches, Marian Hegemony, Taurian Concordat","Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons"
JI2A1 Attack APC  ,JI2A1 Attack APC, ,Striker,29,435,CV,1,25,"20""h",2,2,0,0,3,2,"FC,IT4,SRCH,SRM1/1,TUR(2/2/0,SRM1/1)",https://i.ibb.co/cJkpdf8/ji2a1-attack-apc.png,6315,,,,,,,,,,,
JI2A1 Attack APC (MML),JI2A1 Attack APC,(MML),Missile Boat,24,396,CV,1,25,"20""h",1,1,0,0,3,2,"FC,IF0*,IT4,SRCH,TUR(1/1/0*,IF0*)",https://i.ibb.co/cJkpdf8/ji2a1-attack-apc.png,6316,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Federated Suns, Filtvelt Coalition, Mercenary, Republic of the Sphere","Federated Suns, Filtvelt Coalition, Mercenary, Republic of the Sphere","Capellan Confederation, Federated Suns, Filtvelt Coalition, Mercenary, Republic of the Sphere","Capellan Confederation, Federated Suns, Filtvelt Coalition, Mercenary"
Kestrel VTOL  ,Kestrel VTOL, ,Scout,13,155,CV,1,25,"24""v",0,0,0,0,1,2,"ATMO,EE,IT3.5,SRCH",https://i.ibb.co/mCJGkF4/kestrel-3058u.png,1769,,,,,,,,,,,
Kestrel VTOL (Clan),Kestrel VTOL,(Clan),Scout,13,166,CV,1,25,"24""v",0,0,0,0,1,2,"ATMO,CASE,EE,IT4,SRCH",https://i.ibb.co/mCJGkF4/kestrel-3058u.png,1764,Unknown,HW Clan General,HW Clan General,HW Clan General,"HW Clan General, IS Clan General, Wolf's Dragoons","HW Clan General, IS Clan General, Wolf's Dragoons","HW Clan General, IS Clan General, Society, Wolf's Dragoons","Clan Hell's Horses, Clan Jade Falcon, Clan Wolf (in Exile), Rasalhague Dominion, Raven Alliance, Wolf's Dragoons","Clan Wolf (in Exile), Rasalhague Dominion, Raven Alliance, Wolf's Dragoons","Clan Wolf (in Exile), Raven Alliance, Wolf's Dragoons","Raven Alliance, Star League (Clan Wolf), Wolf's Dragoons"
Kestrel VTOL (MedEvac),Kestrel VTOL,(MedEvac),None,11,126,CV,1,25,"24""v",0,0,0,0,1,2,"ATMO,EE,ENE,IT3.5,MASH2,SRCH",https://i.ibb.co/mCJGkF4/kestrel-3058u.png,1765,Unknown,Unknown,Unknown,Wolf's Dragoons,"ComStar, Draconis Combine, Federated Commonwealth, Federated Suns, Free Rasalhague Republic, Lyran Alliance, Lyran Commonwealth, Wolf's Dragoons","ComStar, Draconis Combine, Federated Commonwealth, Federated Suns, Free Rasalhague Republic, Lyran Alliance, Wolf's Dragoons, Word of Blake","ComStar, Draconis Combine, Federated Suns, Free Rasalhague Republic, Lyran Alliance, Wolf's Dragoons, Word of Blake","Draconis Combine, Federated Suns, Lyran Commonwealth, Republic of the Sphere, Wolf's Dragoons","Draconis Combine, Republic of the Sphere, Wolf's Dragoons","Draconis Combine, Republic of the Sphere, Wolf's Dragoons","Draconis Combine, Wolf's Dragoons"
Kestrel VTOL (ML),Kestrel VTOL,(ML),Scout,17,252,CV,1,25,"24""v",1,1,0,0,1,2,"ATMO,CT1,EE,ENE,SRCH",https://i.ibb.co/mCJGkF4/kestrel-3058u.png,1766,Unknown,Unknown,Unknown,Wolf's Dragoons,"ComStar, Draconis Combine, Federated Commonwealth, Federated Suns, Free Rasalhague Republic, Lyran Alliance, Lyran Commonwealth, Wolf's Dragoons","ComStar, Draconis Combine, Federated Commonwealth, Federated Suns, Free Rasalhague Republic, Lyran Alliance, Wolf's Dragoons, Word of Blake","ComStar, Draconis Combine, Federated Suns, Free Rasalhague Republic, Lyran Alliance, Wolf's Dragoons, Word of Blake","Draconis Combine, Federated Suns, Lyran Commonwealth, Republic of the Sphere, Wolf's Dragoons","Draconis Combine, Republic of the Sphere, Wolf's Dragoons","Republic of the Sphere, Wolf's Dragoons",Wolf's Dragoons
Kestrel VTOL (Scout),Kestrel VTOL,(Scout),Scout,16,175,CV,1,25,"30""v",0,0,0,0,1,2,"ATMO,EE,MHQ1,RCN,RSD1,SRCH",https://i.ibb.co/mCJGkF4/kestrel-3058u.png,5775,Unknown,Unknown,Unknown,Wolf's Dragoons,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct
Kestrel VTOL (SL),Kestrel VTOL,(SL),Scout,14,175,CV,1,25,"24""v",1,0,0,0,1,2,"ATMO,EE,ENE,IT1.5,SRCH",https://i.ibb.co/mCJGkF4/kestrel-3058u.png,1767,Unknown,Unknown,Wolf's Dragoons,Wolf's Dragoons,"ComStar, Draconis Combine, Federated Commonwealth, Federated Suns, Free Rasalhague Republic, Lyran Alliance, Lyran Commonwealth, Wolf's Dragoons","ComStar, Draconis Combine, Federated Commonwealth, Federated Suns, Free Rasalhague Republic, Lyran Alliance, Wolf's Dragoons, Word of Blake","ComStar, Draconis Combine, Federated Suns, Free Rasalhague Republic, Lyran Alliance, Wolf's Dragoons, Word of Blake","Draconis Combine, Federated Suns, Lyran Commonwealth, Republic of the Sphere, Wolf's Dragoons","Draconis Combine, Republic of the Sphere, Wolf's Dragoons","Republic of the Sphere, Wolf's Dragoons",Wolf's Dragoons
Kestrel VTOL (SRM),Kestrel VTOL,(SRM),Scout,14,192,CV,1,25,"24""v",0,0,0,0,1,2,"ATMO,EE,IT3,SRCH",https://i.ibb.co/mCJGkF4/kestrel-3058u.png,1768,Unknown,Unknown,Unknown,Wolf's Dragoons,"ComStar, Draconis Combine, Federated Commonwealth, Federated Suns, Free Rasalhague Republic, Lyran Alliance, Lyran Commonwealth, Wolf's Dragoons","ComStar, Draconis Combine, Federated Commonwealth, Federated Suns, Free Rasalhague Republic, Lyran Alliance, Wolf's Dragoons, Word of Blake","ComStar, Draconis Combine, Federated Suns, Free Rasalhague Republic, Lyran Alliance, Wolf's Dragoons, Word of Blake","Draconis Combine, Federated Suns, Lyran Commonwealth, Republic of the Sphere, Wolf's Dragoons","Draconis Combine, Republic of the Sphere, Wolf's Dragoons","Republic of the Sphere, Wolf's Dragoons",Wolf's Dragoons
Luduan Scout Vehicle  ,Luduan Scout Vehicle, ,Scout,28,453,CV,1,25,"22""h",1,1,0,0,2,2,"AECM,BH,RCN,SRCH,STL,TAG,TUR(1/0/0,TAG)",https://i.ibb.co/9gm6Ln2/luduan-3085.png,6437,,,,,,,,,,,
Mithras Light Tank  ,Mithras Light Tank, ,Striker,17,670,CV,1,25,"12""t",2,2,0,0,2,2,"CASE,SRCH,TUR(1/1/0*)",https://i.ibb.co/pd2sdrL/mithras-3060.png,2193,,,,,,,,,,,
Mithras Light Tank (ERLL),Mithras Light Tank,(ERLL),Sniper,18,750,CV,1,25,"12""t",2,2,2,0,2,2,"CASE,SRCH,TUR(2/2/2)",https://i.ibb.co/pd2sdrL/mithras-3060.png,2192,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Clan Goliath Scorpion, Clan Stone Lion, Escorpión Imperio",Escorpión Imperio,Escorpión Imperio,"Escorpión Imperio, Scorpion Empire",Scorpion Empire
Mobile Headquarters  ,Mobile Headquarters, ,None,21,319,CV,1,25,"12""w",1,1,0,0,3,2,"CT0.5,ENE,MHQ7,RCN,SRCH,TUR(1/1/-)",https://i.ibb.co/mBFChRp/mobile-hq-rg.png,2201,,,,,,,,,,,
Mobile Headquarters (ICE - LL),Mobile Headquarters,(ICE - LL),None,12,249,CV,1,25,"6""w",1,1,0,0,1,2,"EE,ENE,MHQ2,RCN,SRCH",https://i.ibb.co/mBFChRp/mobile-hq-rg.png,2196,Unknown,Mercenary,Mercenary,Mercenary,"Mercenary, Wolf's Dragoons","Mercenary, Wolf's Dragoons","Kell Hounds, Mercenary, Wolf's Dragoons",Extinct,Extinct,Extinct,Extinct
Mobile Headquarters (ICE - LRM),Mobile Headquarters,(ICE - LRM),None,19,387,CV,1,25,"10""w",0,1,1,0,3,2,"CT0.5,EE,IF1,MHQ2,RCN,SRCH,TUR(0*/1/1,IF1)",https://i.ibb.co/mBFChRp/mobile-hq-rg.png,2197,Unknown,Mercenary,Mercenary,Mercenary,"Mercenary, Wolf's Dragoons","Mercenary, Wolf's Dragoons","Kell Hounds, Mercenary, Wolf's Dragoons",Extinct,Extinct,Extinct,Extinct
Mobile Headquarters (ICE),Mobile Headquarters,(ICE),None,18,319,CV,1,25,"12""w",1,1,0,0,3,2,"EE,ENE,MHQ2,RCN,SRCH,TUR(1/1/-)",https://i.ibb.co/mBFChRp/mobile-hq-rg.png,2198,Unknown,Mercenary,Mercenary,Mercenary,"Mercenary, Wolf's Dragoons","Mercenary, Wolf's Dragoons","Kell Hounds, Mercenary, Wolf's Dragoons",Extinct,Extinct,Extinct,Extinct
Mobile Headquarters (LL),Mobile Headquarters,(LL),None,19,435,CV,1,25,"12""w",1,1,0,0,3,2,"ENE,MHQ3,RCN,SRCH,TUR(1/1/-)",https://i.ibb.co/mBFChRp/mobile-hq-rg.png,2199,"Capellan Confederation, Draconis Combine","Capellan Confederation, Draconis Combine","Capellan Confederation, Draconis Combine","Capellan Confederation, Draconis Combine","Capellan Confederation, Draconis Combine","Capellan Confederation, Draconis Combine","Capellan Confederation, Draconis Combine","Capellan Confederation, Draconis Combine",Extinct,Extinct,Extinct
Mobile Headquarters (LRM),Mobile Headquarters,(LRM),None,20,402,CV,1,25,"12""w",0,1,1,0,3,2,"IF1,MHQ2,RCN,SRCH,TUR(0*/1/1,IF1)",https://i.ibb.co/mBFChRp/mobile-hq-rg.png,2200,"Capellan Confederation, Draconis Combine","Capellan Confederation, Draconis Combine","Capellan Confederation, Draconis Combine","Capellan Confederation, Draconis Combine","Capellan Confederation, Draconis Combine","Capellan Confederation, Draconis Combine","Capellan Confederation, Draconis Combine","Capellan Confederation, Draconis Combine",Extinct,Extinct,Extinct
Nightshade ECM VTOL  ,Nightshade ECM VTOL, ,Scout,20,367,CV,1,25,"28""v",1,1,0,0,1,2,"ATMO,CT1,ECM,ENE,SRCH",https://i.ibb.co/72DV8R2/nightshade-3050u.png,2278,,,,,,,,,,,
Nightshade ECM VTOL (Armor),Nightshade ECM VTOL,(Armor),Scout,21,344,CV,1,25,"28""v",1,1,0,0,2,2,"ATMO,CT1,ENE,SRCH",https://i.ibb.co/72DV8R2/nightshade-3050u.png,2274,Unknown,"Capellan Confederation, ComStar, Lyran Commonwealth",ComStar,ComStar,Word of Blake,Word of Blake,Word of Blake,Republic of the Sphere,Republic of the Sphere,Extinct,Extinct
Nightshade ECM VTOL (LAC),Nightshade ECM VTOL,(LAC),Scout,19,325,CV,1,25,"24""v",0,0,0,0,2,2,"ATMO,SRCH,TAG",https://i.ibb.co/72DV8R2/nightshade-3050u.png,2275,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Word of Blake,Republic of the Sphere,Republic of the Sphere,Republic of the Sphere,Star League (Clan Smoke Jaguar)
Nightshade ECM VTOL (Light PPC),Nightshade ECM VTOL,(Light PPC),Scout,22,490,CV,1,25,"24""v",0,1,1,0,1,2,"ATMO,C3I,ECM,ENE,MHQ2,SRCH",https://i.ibb.co/72DV8R2/nightshade-3050u.png,2276,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Word of Blake,Extinct,Extinct,Extinct,Extinct
Nightshade ECM VTOL (Royal),Nightshade ECM VTOL,(Royal),Scout,20,631,CV,1,25,"28""v",1,1,0,0,1,2,"ATMO,CT0.5,ECM,ENE,SRCH",https://i.ibb.co/72DV8R2/nightshade-3050u.png,2277,Star League Royal,"HW Clan General, Star League in Exile",HW Clan General,HW Clan General,"HW Clan General, IS Clan General","HW Clan General, IS Clan General","HW Clan General, IS Clan General, Society","Clan Hell's Horses, Clan Wolf, Clan Wolf (in Exile), Rasalhague Dominion","Clan Hell's Horses, Clan Wolf, Clan Wolf (in Exile), Rasalhague Dominion","Clan Hell's Horses, Clan Wolf (in Exile), Rasalhague Dominion","Clan Hell's Horses, Rasalhague Dominion, Star League (Clan Wolf)"
Red Kite Attack VTOL  ,Red Kite Attack VTOL, ,Striker,32,835,CV,1,25,"22""v",3,3,0,0,2,2,"ATMO,FC,SRCH,TUR(2/2/0)",https://i.ibb.co/mNMTK2M/red-kite-3150.jpg,6488,,,,,,,,,,,
Scorpion Light Tank  ,Scorpion Light Tank, ,Brawler,11,306,CV,1,25,"8""t",1,1,1,0,2,2,"EE,SRCH,TUR(1/1/1)",https://i.ibb.co/Lnk5Gb5/scorpion-light-tank-rg.png,2847,,,,,,,,,,,
Scorpion Light Tank (Armor),Scorpion Light Tank,(Armor),Brawler,11,325,CV,1,25,"8""t",1,1,1,0,2,2,"EE,SRCH,TUR(0*/1/1)",https://i.ibb.co/Lnk5Gb5/scorpion-light-tank-rg.png,9555,Unknown,Unknown,Unknown,Unknown,"Inner Sphere General, Mercenary, Periphery General","Inner Sphere General, Mercenary, Periphery General","Inner Sphere General, Mercenary, Periphery General","Inner Sphere General, Mercenary, Periphery General","Inner Sphere General, Mercenary, Periphery General","Inner Sphere General, Mercenary, Periphery General","Inner Sphere General, Mercenary, Periphery General"
Scorpion Light Tank (Hardened),Scorpion Light Tank,(Hardened),Brawler,14,477,CV,1,25,"8""t",1,1,0,0,4,2,"CASE,CR,FC,SRCH,TUR(1/1/-)",https://i.ibb.co/Lnk5Gb5/scorpion-light-tank-rg.png,9556,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Inner Sphere General,Inner Sphere General,Inner Sphere General,"Clan Protectorate, Inner Sphere General"
Scorpion Light Tank (LAC),Scorpion Light Tank,(LAC),Brawler,10,289,CV,1,25,"8""t",1,0,0,0,2,2,"EE,SRCH,TUR(0*/0*/0*)",https://i.ibb.co/Lnk5Gb5/scorpion-light-tank-rg.png,2841,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Capellan Confederation, Draconis Combine, Federated Suns, Free Worlds League, Kell Hounds, Lyran Alliance, Mercenary, Wolf's Dragoons, Word of Blake","Calderon Protectorate, Fronc Reaches, Inner Sphere General, Kell Hounds, Magistracy of Canopus, Marian Hegemony, Mercenary, Taurian Concordat, Wolf's Dragoons","Calderon Protectorate, Fronc Reaches, Inner Sphere General, Kell Hounds, Magistracy of Canopus, Marian Hegemony, Mercenary, Taurian Concordat, Wolf's Dragoons","Calderon Protectorate, Fronc Reaches, Inner Sphere General, Kell Hounds, Magistracy of Canopus, Marian Hegemony, Mercenary, Taurian Concordat, Wolf's Dragoons","Calderon Protectorate, Fronc Reaches, Inner Sphere General, Kell Hounds, Magistracy of Canopus, Marian Hegemony, Mercenary, Taurian Concordat, Wolf's Dragoons"
Scorpion Light Tank (LRM),Scorpion Light Tank,(LRM),Missile Boat,14,425,CV,1,25,"8""t",1,1,1,0,3,2,"EE,IF1,SRCH,TUR(1/1/1,IF1)",https://i.ibb.co/Lnk5Gb5/scorpion-light-tank-rg.png,2842,Unknown,"Inner Sphere General, Mercenary, Periphery General","Inner Sphere General, Mercenary, Periphery General","Inner Sphere General, Mercenary, Periphery General","Clan Jade Falcon, Inner Sphere General, Mercenary, Periphery General, Wolf's Dragoons","Clan Jade Falcon, Inner Sphere General, Mercenary, Periphery General, Wolf's Dragoons","Clan Jade Falcon, Escorpión Imperio, Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Clan Jade Falcon, Escorpión Imperio, Inner Sphere General, Mercenary, Periphery General","Clan Jade Falcon, Escorpión Imperio, Inner Sphere General, Mercenary, Periphery General","Escorpión Imperio, Inner Sphere General, Mercenary, Periphery General","Inner Sphere General, Mercenary, Periphery General"
Scorpion Light Tank (Minesweeper Prototype),Scorpion Light Tank,(Minesweeper Prototype),Missile Boat,12,350,CV,1,25,"6""t",1,1,1,0,2,2,"EE,IF1,MSW,SRCH",https://i.ibb.co/Lnk5Gb5/scorpion-light-tank-rg.png,2843,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Capellan Confederation, Unique","Capellan Confederation, Unique",Extinct,Extinct,Extinct
Scorpion Light Tank (Minesweeper),Scorpion Light Tank,(Minesweeper),Missile Boat,14,452,CV,1,25,"8""t",1,1,1,0,3,2,"CR,FC,IF1,MSW,SRCH",https://i.ibb.co/Lnk5Gb5/scorpion-light-tank-rg.png,4996,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Capellan Confederation, Fronc Reaches, Magistracy of Canopus","Capellan Confederation, Fronc Reaches, Magistracy of Canopus","Capellan Confederation, Fronc Reaches, Magistracy of Canopus","Capellan Confederation, Fronc Reaches, Magistracy of Canopus"
Scorpion Light Tank (ML),Scorpion Light Tank,(ML),Ambusher,11,320,CV,1,25,"8""t",2,1,0,0,2,2,"CT1,EE,SRCH,TUR(2/1/-)",https://i.ibb.co/Lnk5Gb5/scorpion-light-tank-rg.png,2844,Unknown,"Inner Sphere General, Mercenary, Periphery General","Inner Sphere General, Mercenary, Periphery General","Inner Sphere General, Mercenary, Periphery General","Clan Jade Falcon, Inner Sphere General, Mercenary, Periphery General, Wolf's Dragoons","Clan Jade Falcon, Inner Sphere General, Mercenary, Periphery General, Wolf's Dragoons","Clan Jade Falcon, Escorpión Imperio, Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Clan Jade Falcon, Escorpión Imperio, Inner Sphere General, Mercenary, Periphery General","Capellan Confederation, Escorpión Imperio, Federated Suns, Mercenary, Periphery General","Capellan Confederation, Escorpión Imperio, Federated Suns, Mercenary, Periphery General, Scorpion Empire","Capellan Confederation, Federated Suns, Mercenary, Periphery General, Scorpion Empire"
Scorpion Light Tank (MRM),Scorpion Light Tank,(MRM),Brawler,13,469,CV,1,25,"8""t",2,2,0,0,2,2,"EE,SRCH,TUR(2/2/-)",https://i.ibb.co/Lnk5Gb5/scorpion-light-tank-rg.png,2845,Unknown,Unknown,Unknown,Unknown,"Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Mercenary, Periphery General","Inner Sphere General, Mercenary, Periphery General","Capellan Confederation, Free Worlds League, Free Worlds League (Duchy of Andurien), Free Worlds League (Duchy of Tamarind-Abbey), Free Worlds League (Marik-Stewart Commonwealth), Free Worlds League (Non-Aligned Worlds), Free Worlds League (Oriente Protectorate), Free Worlds League (Regulan Fiefs), Free Worlds League (Rim Commonality), Mercenary, Periphery General","Capellan Confederation, Free Worlds League, Free Worlds League (Duchy of Andurien), Mercenary, Periphery General"
Scorpion Light Tank (RAC),Scorpion Light Tank,(RAC),Brawler,11,385,CV,1,25,"8""t",1,1,1,0,2,2,"EE,SRCH,TUR(1/1/1)",https://i.ibb.co/Lnk5Gb5/scorpion-light-tank-rg.png,9557,Unknown,Unknown,Unknown,Unknown,Unknown,Federated Suns,"Inner Sphere General, Mercenary","Inner Sphere General, Kell Hounds, Mercenary, Wolf's Dragoons","Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Clan Protectorate, Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons"
Scorpion Light Tank (Rifle),Scorpion Light Tank,(Rifle),Brawler,11,338,CV,1,25,"8""t",1,1,1,0,2,2,"EE,SRCH,TUR(1/1/1)",https://i.ibb.co/Lnk5Gb5/scorpion-light-tank-rg.png,9558,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Periphery General,Periphery General,Periphery General,Periphery General
Scorpion Light Tank (SRM),Scorpion Light Tank,(SRM),Ambusher,13,373,CV,1,25,"8""t",2,2,0,0,2,2,"EE,SRCH,SRM2/2,TUR(2/2/-,SRM2/2)",https://i.ibb.co/Lnk5Gb5/scorpion-light-tank-rg.png,2846,Unknown,"Inner Sphere General, Mercenary, Periphery General","Inner Sphere General, Mercenary, Periphery General","Inner Sphere General, Mercenary, Periphery General","Clan Jade Falcon, Inner Sphere General, Mercenary, Periphery General, Wolf's Dragoons","Clan Jade Falcon, Inner Sphere General, Mercenary, Periphery General, Wolf's Dragoons","Clan Jade Falcon, Escorpión Imperio, Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Clan Jade Falcon, Escorpión Imperio, Inner Sphere General, Mercenary, Periphery General","Capellan Confederation, Clan Jade Falcon, Escorpión Imperio, Federated Suns, Mercenary, Periphery General","Capellan Confederation, Escorpión Imperio, Federated Suns, Mercenary, Periphery General, Scorpion Empire","Capellan Confederation, Federated Suns, Mercenary, Periphery General, Scorpion Empire"
Scorpion Light Tank (Thunderbolt),Scorpion Light Tank,(Thunderbolt),Brawler,12,414,CV,1,25,"8""t",1,1,1,0,2,2,"EE,IF1,SRCH,TUR(1/1/1, IF1)",https://i.ibb.co/Lnk5Gb5/scorpion-light-tank-rg.png,9559,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Inner Sphere General, Kell Hounds, Mercenary, Wolf's Dragoons","Inner Sphere General, Kell Hounds, Mercenary, Wolf's Dragoons","Inner Sphere General, Kell Hounds, Wolf's Dragoons","Clan Protectorate, Inner Sphere General, Kell Hounds, Mercenary, Wolf's Dragoons"
